Station,Date,Hour_UTC,Frequency_Hz,PLV,Score
FCHU,20260904,12,7.5,0.4448836239511351,4.448836239511351
FCHU,20260904,12,7.6,0.5517327312645613,5.517327312645613
FCHU,20260904,12,7.7,0.5407403149557547,5.407403149557547
FCHU,20260904,12,7.8,0.6259332559074396,6.259332559074396
FCHU,20260904,12,7.9,0.6879948667173146,6.879948667173146
FCHU,20260904,12,8.0,0.4998195083561023,4.998195083561023
FCHU,20260904,12,8.1,0.5754833837183374,5.754833837183374
FCHU,20260904,12,8.2,0.4819203317194859,4.819203317194859
FCHU,20260904,13,5.5,0.3815023415680851,3.815023415680851
FCHU,20260904,13,5.6,0.3395127397748254,3.395127397748254
FCHU,20260904,13,6.1,0.4689642473190199,4.689642473190199
FCHU,20260904,13,6.2,0.3669462739860468,3.669462739860468
FCHU,20260904,13,7.2,0.3503853518964828,3.503853518964828
FCHU,20260904,13,7.7,0.339942158721887,3.39942158721887
FCHU,20260904,13,7.8,0.3997944330474959,3.997944330474959
FCHU,20260904,13,7.9,0.3536318791861464,3.536318791861464
FCHU,20260904,13,8.4,0.3841025513780848,3.841025513780848
FCHU,20260904,13,8.5,0.3499610669982348,3.4996106699823484
FCHU,20260904,13,9.0,0.3427841140367001,3.427841140367001
FCHU,20260904,14,4.6,0.32456084762648757,3.245608476264876
FCHU,20260904,14,7.2,0.5415121782806596,5.415121782806596
FCHU,20260904,14,7.3,0.48493751324326373,4.8493751324326375
FCHU,20260904,14,7.4,0.5156363054050606,5.156363054050606
FCHU,20260904,14,7.5,0.5270226128785654,5.270226128785654
FCHU,20260904,14,7.6,0.42333913074852886,4.233391307485289
FCHU,20260904,14,7.7,0.4579413093133004,4.579413093133004
FCHU,20260904,14,7.8,0.36649308742985165,3.6649308742985163
FCHU,20260904,14,7.9,0.474410164499778,4.74410164499778
FCHU,20260904,14,8.0,0.32704742801390263,3.2704742801390263
FCHU,20260904,14,8.1,0.32813733529726025,3.2813733529726026
FCHU,20260904,14,8.2,0.38654503563931125,3.8654503563931124
FCHU,20260904,14,8.7,0.406441506295366,4.06441506295366
FCHU,20260904,14,8.8,0.3310447322262519,3.3104473222625193
FCHU,20260904,15,7.1,0.6104140494570446,6.104140494570446
FCHU,20260904,15,7.2,0.5535425478843988,5.5354254788439885
FCHU,20260904,15,7.4,0.5484510511901276,5.484510511901276
FCHU,20260904,15,7.5,0.5653311770840455,5.653311770840455
FCHU,20260904,15,7.6,0.6401049927227632,6.401049927227632
FCHU,20260904,15,7.7,0.6859615000720174,6.859615000720174
FCHU,20260904,16,2.4,0.4560999290887177,4.560999290887177
FCHU,20260904,16,5.9,0.4505757658234263,4.505757658234263
FCHU,20260904,16,7.3,0.4670742711522576,4.670742711522576
FCHU,20260904,16,7.4,0.5153902119371927,5.153902119371927
FCHU,20260904,16,7.5,0.4943843660537454,4.943843660537454
FCHU,20260904,16,7.6,0.5128098881005421,5.128098881005421
FCHU,20260904,17,6.3,0.43143818888706276,4.314381888870628
FCHU,20260904,17,6.4,0.5446718594282001,5.446718594282
FCHU,20260904,17,6.5,0.5015287757140564,5.015287757140564
FCHU,20260904,17,6.6,0.40245885815075627,4.024588581507563
FCHU,20260904,17,7.1,0.4217640356160681,4.217640356160681
FCHU,20260904,17,7.2,0.4281235245161067,4.281235245161067
FCHU,20260904,17,7.3,0.4672525684303041,4.672525684303041
FCHU,20260904,17,7.4,0.5018313748583833,5.018313748583832
FCHU,20260904,17,7.5,0.3727772238601124,3.727772238601124
FCHU,20260904,17,7.6,0.4403026435981918,4.403026435981918
FCHU,20260904,17,7.7,0.5635451387524485,5.635451387524485
FCHU,20260904,17,7.8,0.5393966625329303,5.393966625329303
FCHU,20260904,17,7.9,0.44108749090579225,4.410874909057922
FCHU,20260904,17,8.0,0.5459251130147259,5.459251130147259
FCHU,20260904,17,8.1,0.5795816446678745,5.795816446678746
FCHU,20260904,17,8.2,0.376303263985265,3.76303263985265
FCHU,20260904,18,7.0,0.5153522076964901,5.153522076964902
FCHU,20260904,18,7.4,0.5021983307017261,5.021983307017262
FCHU,20260904,18,7.5,0.6669120373032552,6.669120373032552
FCHU,20260904,18,7.6,0.6461674753003552,6.461674753003552
FCHU,20260904,18,7.7,0.5511181786192261,5.51118178619226
FCHU,20260904,18,8.0,0.5126826256085866,5.126826256085866
FCHU,20260904,18,8.1,0.5375576184741132,5.375576184741132
FCHU,20260904,18,8.2,0.502958169726344,5.02958169726344
FCHU,20260904,18,8.3,0.48630346863339374,4.863034686333937
FCHU,20260904,19,3.4,0.6683986026414555,6.683986026414555
FCHU,20260904,19,7.3,0.6005733309452997,6.005733309452998
FCHU,20260904,19,7.4,0.7066499981541835,7.066499981541835
FCHU,20260904,19,7.5,0.7402583492026119,7.402583492026119
FCHU,20260904,19,7.6,0.7390013162679574,7.390013162679574
FCHU,20260904,19,7.7,0.597821331609206,5.97821331609206
FCHU,20260904,20,4.8,0.5338171386582709,5.338171386582708
FCHU,20260904,20,7.0,0.5693706944910197,5.693706944910197
FCHU,20260904,20,7.1,0.5308275103653802,5.308275103653802
FCHU,20260904,20,7.2,0.6282749262537775,6.2827492625377745
FCHU,20260904,20,7.5,0.5948857271772648,5.948857271772648
FCHU,20260904,20,7.6,0.7093903358474457,7.093903358474457
FCHU,20260904,20,7.7,0.7550838651106406,7.550838651106407
FCHU,20260904,20,7.8,0.6823815666415161,6.823815666415161
FCHU,20260904,20,7.9,0.7853130912673056,7.853130912673056
FCHU,20260904,20,8.0,0.5750997630086417,5.750997630086418
FCHU,20260904,20,8.1,0.5606786211482344,5.606786211482344
FCHU,20260904,21,5.5,0.5216331075566033,5.216331075566033
FCHU,20260904,21,6.0,0.5032308729229568,5.032308729229568
FCHU,20260904,21,6.2,0.48298747327940633,4.829874732794063
FCHU,20260904,21,6.7,0.5653311636071628,5.653311636071629
FCHU,20260904,21,6.8,0.4898534182358194,4.898534182358194
FCHU,20260904,21,7.5,0.49826722305665805,4.98267223056658
FCHU,20260904,21,7.6,0.5780262525685645,5.780262525685646
FCHU,20260904,21,7.7,0.6004416270253056,6.0044162702530555
FCHU,20260904,21,7.8,0.7136794360607975,7.136794360607976
FCHU,20260904,21,7.9,0.6368545484848763,6.368545484848763
FCHU,20260904,21,8.0,0.6223785772741249,6.223785772741249
FCHU,20260904,21,8.1,0.5912466921717655,5.912466921717655
FCHU,20260904,21,8.2,0.5053359262401967,5.053359262401967
FCHU,20260904,22,1.4,0.47547412235560316,4.754741223556032
FCHU,20260904,22,3.3,0.4971778987070638,4.971778987070638
FCHU,20260904,23,3.1,0.48075775271404964,4.807577527140497
FCHU,20260904,23,5.8,0.48072369958495637,4.807236995849563
FCHU,20260904,23,6.8,0.4213207511011899,4.213207511011899
FCHU,20260904,23,6.9,0.41554451565130046,4.155445156513005
FCHU,20260904,23,7.0,0.5027663687902277,5.027663687902278
FCHU,20260904,23,7.1,0.5674019085043083,5.674019085043083
FCHU,20260904,23,7.3,0.4016403008031186,4.016403008031186
FCHU,20260904,23,7.4,0.4239747740963455,4.2397477409634545
FCHU,20260904,23,7.5,0.5515549769420959,5.515549769420959
FCHU,20260904,23,7.6,0.6621348103779134,6.621348103779134
FCHU,20260904,23,7.7,0.5926144808931042,5.926144808931042
FCHU,20260904,23,7.8,0.5015964323499805,5.015964323499805
FCHU,20260904,23,7.9,0.43092596682375356,4.3092596682375355
FSMI,20260904,0,4.9,0.33191392010273124,3.3191392010273124
FSMI,20260904,0,7.5,0.30820708377763884,3.0820708377763886
FSMI,20260904,1,2.1,0.30339791263627347,3.033979126362735
FSMI,20260904,1,4.2,0.35791864504030696,3.5791864504030695
FSMI,20260904,1,4.3,0.3873445789915149,3.873445789915149
FSMI,20260904,1,9.5,0.3316285962256759,3.3162859622567593
FSMI,20260904,2,2.5,0.3618024878004018,3.618024878004018
FSMI,20260904,2,2.6,0.35226017850029867,3.522601785002987
FSMI,20260904,2,2.8,0.38693473918262833,3.8693473918262833
FSMI,20260904,2,2.9,0.32633171932675276,3.2633171932675276
FSMI,20260904,2,5.1,0.41533277970178,4.1533277970178
FSMI,20260904,2,5.2,0.3136007509342793,3.136007509342793
FSMI,20260904,2,7.9,0.32231423842660145,3.2231423842660147
FSMI,20260904,2,8.0,0.32822697410753676,3.2822697410753676
FSMI,20260904,2,8.6,0.30195816023024874,3.0195816023024875
FSMI,20260904,2,8.7,0.36669956221201094,3.666995622120109
FSMI,20260904,2,8.8,0.38370077199236435,3.8370077199236436
FSMI,20260904,2,9.0,0.3200160613436283,3.200160613436283
FSMI,20260904,2,9.3,0.3105068918424752,3.105068918424752
FSMI,20260904,3,1.3,0.3179179998544247,3.179179998544247
FSMI,20260904,3,1.4,0.3151759902343011,3.151759902343011
FSMI,20260904,3,2.7,0.36290091562745835,3.6290091562745834
FSMI,20260904,3,2.8,0.3263047699984603,3.263047699984603
FSMI,20260904,3,4.4,0.3450333739384834,3.450333739384834
FSMI,20260904,3,4.8,0.3364383751527219,3.3643837515272192
FSMI,20260904,3,5.1,0.3472646734278459,3.472646734278459
FSMI,20260904,4,1.3,0.32597864171965063,3.2597864171965063
FSMI,20260904,4,2.3,0.3715382105263307,3.715382105263307
FSMI,20260904,4,3.9,0.4301595114239468,4.301595114239468
FSMI,20260904,4,5.2,0.32121068364123817,3.2121068364123815
FSMI,20260904,4,6.8,0.3077841982352526,3.077841982352526
FSMI,20260904,4,7.0,0.32284761422432456,3.2284761422432458
FSMI,20260904,4,7.1,0.31683312621358634,3.1683312621358635
FSMI,20260904,4,8.2,0.33309907590347676,3.3309907590347674
FSMI,20260904,5,1.5,0.40293991563695775,4.0293991563695775
FSMI,20260904,5,1.6,0.361802967691928,3.6180296769192797
FSMI,20260904,5,6.6,0.3127446551401424,3.127446551401424
FSMI,20260904,6,2.3,0.3140543541597586,3.1405435415975855
FSMI,20260904,6,7.4,0.3252914502787475,3.2529145027874753
FSMI,20260904,6,8.6,0.3485974936402586,3.4859749364025863
FSMI,20260904,7,5.4,0.31315327466327114,3.131532746632711
FSMI,20260904,7,7.8,0.40367346186884284,4.0367346186884285
FSMI,20260904,7,7.9,0.3066855289155459,3.066855289155459
FSMI,20260904,7,8.6,0.30350788984470345,3.0350788984470345
FSMI,20260904,8,4.9,0.3356053205821562,3.3560532058215617
FSMI,20260904,8,6.8,0.30704103682439926,3.0704103682439925
FSMI,20260904,8,6.9,0.3395985612311169,3.3959856123111694
FSMI,20260904,8,7.7,0.3250998551409833,3.2509985514098325
FSMI,20260904,8,8.6,0.325847572072333,3.25847572072333
FSMI,20260904,8,8.7,0.3069101953732736,3.0691019537327358
FSMI,20260904,10,1.7,0.3673092712882655,3.673092712882655
FSMI,20260904,10,3.3,0.3124336329105013,3.124336329105013
FSMI,20260904,10,3.4,0.3496193989715457,3.496193989715457
FSMI,20260904,10,3.5,0.33673949102856343,3.3673949102856344
FSMI,20260904,10,3.7,0.3784099208019309,3.784099208019309
FSMI,20260904,10,3.8,0.38469417604694317,3.8469417604694316
FSMI,20260904,10,3.9,0.44900423548145196,4.49004235481452
FSMI,20260904,10,4.1,0.3553258876161558,3.553258876161558
FSMI,20260904,10,5.2,0.3529259411672492,3.529259411672492
FSMI,20260904,10,5.9,0.32498484394489313,3.2498484394489315
FSMI,20260904,10,7.5,0.331175203267616,3.3117520326761603
FSMI,20260904,10,7.9,0.35746016359189375,3.5746016359189374
FSMI,20260904,11,1.5,0.3853720341133496,3.8537203411334957
FSMI,20260904,11,4.1,0.3709984206896913,3.709984206896913
FSMI,20260904,11,4.2,0.3225740157093548,3.225740157093548
FSMI,20260904,11,6.2,0.3224014260742138,3.224014260742138
FSMI,20260904,11,7.9,0.314501571946652,3.14501571946652
FSMI,20260904,12,3.6,0.30585885508636657,3.0585885508636657
FSMI,20260904,13,1.5,0.33223832408292925,3.3223832408292924
FSMI,20260904,13,2.4,0.31501500058443366,3.1501500058443366
FSMI,20260904,13,3.0,0.3607289190397778,3.6072891903977777
FSMI,20260904,13,6.0,0.30159340125702394,3.0159340125702396
FSMI,20260904,13,6.1,0.3032948693641828,3.032948693641828
FSMI,20260904,13,6.2,0.33293516235168547,3.3293516235168545
FSMI,20260904,13,6.4,0.3160588682989973,3.160588682989973
FSMI,20260904,13,6.7,0.3198995082655582,3.198995082655582
FSMI,20260904,14,1.2,0.36806239414824893,3.680623941482489
FSMI,20260904,14,1.7,0.38107032805727337,3.8107032805727337
FSMI,20260904,14,2.8,0.3391885539586163,3.391885539586163
FSMI,20260904,14,6.6,0.30772579311688825,3.0772579311688824
FSMI,20260904,15,1.7,0.3448614245077621,3.448614245077621
FSMI,20260904,15,2.2,0.34322729086678855,3.4322729086678856
FSMI,20260904,15,3.9,0.34710723910851665,3.4710723910851664
FSMI,20260904,15,7.1,0.35548094381748524,3.5548094381748525
FSMI,20260904,15,7.2,0.3329636868247011,3.329636868247011
FSMI,20260904,15,7.7,0.320662357725138,3.20662357725138
FSMI,20260904,15,9.1,0.3268419980227923,3.268419980227923
FSMI,20260904,16,1.0,0.3860468797781866,3.860468797781866
FSMI,20260904,16,2.4,0.43297207229921186,4.329720722992119
FSMI,20260904,16,4.2,0.3112376825869957,3.1123768258699567
FSMI,20260904,16,5.3,0.30284309902126766,3.0284309902126765
FSMI,20260904,16,6.0,0.32614150673784453,3.2614150673784454
FSMI,20260904,16,6.5,0.30365185544210777,3.0365185544210775
FSMI,20260904,17,7.1,0.31953190108313806,3.1953190108313807
FSMI,20260904,17,7.2,0.3285849636833437,3.2858496368334373
FSMI,20260904,17,9.0,0.3072537334505469,3.072537334505469
FSMI,20260904,18,1.1,0.4059183903971004,4.059183903971004
FSMI,20260904,18,1.2,0.41274555351148473,4.127455535114847
FSMI,20260904,18,7.5,0.3306889084452542,3.3068890844525423
FSMI,20260904,19,4.4,0.3227038783361217,3.227038783361217
FSMI,20260904,19,5.7,0.3599530876132724,3.599530876132724
FSMI,20260904,19,5.9,0.30027368254635817,3.0027368254635816
FSMI,20260904,20,1.2,0.3046444846117573,3.046444846117573
FSMI,20260904,20,6.6,0.3066479642859134,3.066479642859134
FSMI,20260904,20,6.8,0.36774899793497806,3.6774899793497804
FSMI,20260904,20,9.3,0.3311146332665627,3.311146332665627
FSMI,20260904,21,2.3,0.3015322819263595,3.015322819263595
FSMI,20260904,21,2.4,0.32026995601171526,3.2026995601171526
FSMI,20260904,21,6.6,0.4213757176146935,4.213757176146935
FSMI,20260904,21,6.7,0.3855643068920806,3.855643068920806
FSMI,20260904,21,8.2,0.36089705722744414,3.6089705722744414
FSMI,20260904,21,8.7,0.3039569984289239,3.0395699842892387
FSMI,20260904,22,1.3,0.32583105676907426,3.2583105676907427
FSMI,20260904,22,2.1,0.3204053083582706,3.2040530835827057
FSMI,20260904,23,2.3,0.32698541884345106,3.2698541884345107
FSMI,20260904,23,2.4,0.31245130341300864,3.1245130341300866
FSMI,20260904,23,3.2,0.31260361445495216,3.1260361445495217
FSMI,20260904,23,5.0,0.36694830445066207,3.6694830445066207
FSMI,20260904,23,9.1,0.3458531514854716,3.458531514854716
ISLL,20260904,0,1.0,0.5621902263144491,5.6219022631444915
ISLL,20260904,0,1.1,0.5950344151399292,5.950344151399292
ISLL,20260904,0,1.4,0.6506664341054544,6.506664341054544
ISLL,20260904,0,1.5,0.5517554408393411,5.517554408393411
ISLL,20260904,0,1.6,0.5629719668043687,5.629719668043687
ISLL,20260904,0,1.9,0.6808231652203266,6.808231652203266
ISLL,20260904,0,2.0,0.6213512619480654,6.213512619480655
ISLL,20260904,0,2.1,0.5195298691364684,5.195298691364684
ISLL,20260904,0,3.0,0.4986294720573558,4.986294720573558
ISLL,20260904,0,3.1,0.5190587177466016,5.190587177466016
ISLL,20260904,0,3.9,0.44507530053111394,4.45075300531114
ISLL,20260904,0,5.0,0.4285705348076672,4.2857053480766725
ISLL,20260904,0,6.7,0.5270685341334145,5.270685341334145
ISLL,20260904,0,6.8,0.4832432305288467,4.832432305288467
ISLL,20260904,0,6.9,0.5137321461370219,5.1373214613702185
ISLL,20260904,0,9.5,0.46269553788504153,4.626955378850416
ISLL,20260904,1,1.0,0.7476635299591264,7.476635299591265
ISLL,20260904,1,1.1,0.6428117545629647,6.428117545629647
ISLL,20260904,1,1.4,0.6205936378848341,6.2059363788483415
ISLL,20260904,1,1.5,0.6146767225253635,6.146767225253635
ISLL,20260904,1,1.6,0.556243686199761,5.562436861997609
ISLL,20260904,1,1.9,0.4281724317695514,4.281724317695514
ISLL,20260904,1,2.0,0.40886269417357635,4.088626941735764
ISLL,20260904,1,2.1,0.39722388043658574,3.9722388043658574
ISLL,20260904,1,5.9,0.4818019989764699,4.818019989764699
ISLL,20260904,1,6.0,0.37279519549375184,3.7279519549375184
ISLL,20260904,2,1.0,0.624674381345959,6.24674381345959
ISLL,20260904,2,1.1,0.627080016898692,6.27080016898692
ISLL,20260904,2,1.4,0.7495929091416264,7.495929091416263
ISLL,20260904,2,1.5,0.7461171802225244,7.461171802225244
ISLL,20260904,2,1.6,0.745974346878946,7.45974346878946
ISLL,20260904,2,1.8,0.4454862517180403,4.454862517180403
ISLL,20260904,2,1.9,0.7168417939237061,7.16841793923706
ISLL,20260904,2,2.0,0.6904701833771915,6.904701833771915
ISLL,20260904,2,2.1,0.6192189341672379,6.192189341672379
ISLL,20260904,3,1.0,0.7115624865331276,7.1156248653312755
ISLL,20260904,3,1.1,0.7535118405745428,7.535118405745428
ISLL,20260904,3,1.2,0.4607874891081276,4.607874891081276
ISLL,20260904,3,1.6,0.44299010472510525,4.429901047251052
ISLL,20260904,3,1.9,0.5442449178343348,5.442449178343348
ISLL,20260904,3,2.0,0.542129809285101,5.421298092851011
ISLL,20260904,3,2.1,0.5498710735893404,5.498710735893404
ISLL,20260904,3,3.9,0.5263827040898141,5.263827040898141
ISLL,20260904,3,5.9,0.45247791738625276,4.524779173862528
ISLL,20260904,4,1.0,0.7569003495154162,7.569003495154162
ISLL,20260904,4,1.1,0.7902382347014901,7.9023823470149015
ISLL,20260904,4,1.4,0.627376776562302,6.2737677656230195
ISLL,20260904,4,1.5,0.6020036636836085,6.0200366368360845
ISLL,20260904,4,1.6,0.6735304070472804,6.735304070472804
ISLL,20260904,4,1.8,0.5147908374748886,5.147908374748886
ISLL,20260904,4,1.9,0.6616744702620422,6.616744702620422
ISLL,20260904,4,2.0,0.6560768141939949,6.560768141939949
ISLL,20260904,4,2.1,0.6422791008875858,6.4227910088758575
ISLL,20260904,4,5.9,0.45953225337143255,4.5953225337143255
ISLL,20260904,5,1.0,0.5256126081425272,5.256126081425272
ISLL,20260904,5,1.1,0.5040705221715638,5.040705221715638
ISLL,20260904,5,1.4,0.5554313146175883,5.5543131461758835
ISLL,20260904,5,1.5,0.5356806846113975,5.356806846113975
ISLL,20260904,5,1.6,0.5106132831198268,5.106132831198268
ISLL,20260904,5,1.8,0.412231511929278,4.12231511929278
ISLL,20260904,5,1.9,0.6021800331018388,6.021800331018388
ISLL,20260904,5,2.0,0.5259181764235058,5.259181764235058
ISLL,20260904,5,2.1,0.504440816368361,5.0444081636836104
ISLL,20260904,5,6.6,0.4809426395388594,4.809426395388594
ISLL,20260904,5,6.7,0.47033049813494837,4.703304981349484
ISLL,20260904,5,6.9,0.41202453990726007,4.1202453990726005
ISLL,20260904,5,7.0,0.3947884984435131,3.947884984435131
ISLL,20260904,5,8.4,0.4649695119148542,4.649695119148542
ISLL,20260904,6,1.0,0.7567305813600997,7.567305813600997
ISLL,20260904,6,1.1,0.7540343724853652,7.540343724853652
ISLL,20260904,6,1.2,0.557485670728833,5.574856707288331
ISLL,20260904,6,1.3,0.4397626965631067,4.3976269656310665
ISLL,20260904,6,1.4,0.6887539265480868,6.887539265480868
ISLL,20260904,6,1.5,0.6648393035955548,6.648393035955547
ISLL,20260904,6,1.6,0.5849707625235915,5.849707625235915
ISLL,20260904,6,1.9,0.583025643155664,5.83025643155664
ISLL,20260904,6,2.0,0.5145659671982725,5.145659671982726
ISLL,20260904,6,2.1,0.5097773485683441,5.097773485683441
ISLL,20260904,6,3.7,0.3687390509254788,3.6873905092547883
ISLL,20260904,6,4.7,0.3265416216498546,3.2654162164985463
ISLL,20260904,6,4.8,0.40818702120731165,4.081870212073117
ISLL,20260904,6,4.9,0.3901240437084117,3.901240437084117
ISLL,20260904,6,5.5,0.3759055591016046,3.759055591016046
ISLL,20260904,7,1.0,0.61181932416502,6.1181932416502
ISLL,20260904,7,1.1,0.46355234571549286,4.635523457154928
ISLL,20260904,7,1.5,0.4798632686582684,4.798632686582684
ISLL,20260904,7,1.9,0.4265440133380551,4.265440133380551
ISLL,20260904,7,2.0,0.40087654555926183,4.008765455592618
ISLL,20260904,7,3.5,0.4265768191689823,4.265768191689824
ISLL,20260904,7,3.6,0.48209741880615853,4.8209741880615855
ISLL,20260904,7,3.9,0.4821697600562739,4.8216976005627386
ISLL,20260904,7,4.9,0.4178134239220981,4.178134239220981
ISLL,20260904,7,9.0,0.4202247339039962,4.202247339039962
ISLL,20260904,7,9.4,0.418308774849974,4.18308774849974
ISLL,20260904,8,1.0,0.6449438660032828,6.449438660032828
ISLL,20260904,8,1.1,0.6597519390229741,6.597519390229741
ISLL,20260904,8,1.4,0.6751453532497795,6.751453532497795
ISLL,20260904,8,1.5,0.699545453960077,6.99545453960077
ISLL,20260904,8,1.6,0.7017027188609811,7.017027188609811
