Frequency_Hz,Common_Geometric_Raw,Common_Geometric_Smoothed,Common_Arithmetic,Common_Minimum,FCHU_Normalized,FSMI_Normalized,ISLL_Normalized,MSTK_Normalized,PINA_Normalized
6.921,0.5496200894590095,0.5492992366811382,0.5717196995860027,0.361303943081173,0.361303943081173,0.4804709941269083,0.515573083449247,0.8059237165549986,0.6953267607176866
6.922,0.54807184344354,0.5501894408704674,0.571544257053131,0.35126729328530043,0.35126729328530043,0.4785342788360449,0.5163521708943735,0.7938728873200234,0.7176946549299126
6.923,0.5433100685595926,0.5507860173756444,0.5696105616167649,0.33213366257333343,0.33213366257333343,0.47628060175825127,0.5163330641769165,0.7842064501925439,0.7390990293827797
6.924,0.5432224696810425,0.5513181859713476,0.5711899660157866,0.32538691824492855,0.32538691824492855,0.4742596768314177,0.5186199653449347,0.7771468607895626,0.7605364088680898
6.925,0.5462254274995311,0.5520545815884815,0.5748994983288254,0.325105461113607,0.325105461113607,0.47676869810694555,0.5219094798793701,0.7654463593717514,0.785267493172453
6.926,0.5535962476604316,0.553143855209363,0.5816271047310154,0.3351501838435,0.3351501838435,0.480739969861463,0.5286915376099621,0.7539130295738423,0.8096408027663096
6.927,0.557306324535059,0.5545730112628783,0.5846292319548538,0.34393334623876326,0.34393334623876326,0.4774438703111971,0.5360404630087635,0.736937572218281,0.8287909079972643
6.928,0.5594763171070621,0.556162292668551,0.5855624214710127,0.3561372751725871,0.3561372751725871,0.4722422685451857,0.5394746186380881,0.7151510686688193,0.8448068763303832
6.929,0.560297543525244,0.5577665717488037,0.5861187577917228,0.3628373090016552,0.3628373090016552,0.466695644854159,0.544176121132995,0.6964547098572461,0.860430004112559
6.93,0.5591126252652964,0.5590035785071571,0.5846272083915164,0.3700792171785223,0.3700792171785223,0.4590919697229377,0.5484257681421288,0.6689144537597786,0.8766246331542145
6.931,0.5586761642908098,0.5597535155808562,0.5834483300322106,0.37843219460550126,0.37843219460550126,0.45653040327782035,0.5522853119009231,0.6432581589545805,0.8867355814222279
6.932,0.558579741120852,0.5598447557930033,0.5824347842487352,0.38705928476515256,0.38705928476515256,0.4583766083554335,0.5534935118813313,0.6197733109098512,0.8934712053319075
