Groups,Cycles_Per_Group,Median_Axis_Ratio,Median_A2,Median_A4,Median_A4_over_A2,Dominant_m1_Count,Dominant_m1_Percent,Dominant_m2_Count,Dominant_m2_Percent,Dominant_m3_Count,Dominant_m3_Percent,Dominant_m4_Count,Dominant_m4_Percent,Dominant_m5_Count,Dominant_m5_Percent,Dominant_m6_Count,Dominant_m6_Percent
43194,16,0.2898245683951943,0.28408022615879935,0.12228951112243447,0.4317219246271209,500,1.157568180765847,42693,98.84011668287262,1,0.002315136361531694,0,0.0,0,0.0,0,0.0
