t_s,mx,my,mz,yaw_deg,roll_deg,pitch_deg
430.52,8176.839603492083,-4073.2825775963456,-4189.291311466652,128.7434965303365,-17.06676747920191,23.019810713302196
430.525,8176.055393827112,-4077.1045711711877,-4184.140056380794,128.7387502051505,-17.076700180676227,23.031651891015606
430.53000000000003,8174.6531905287675,-4080.7891712564096,-4180.35476780973,128.73288917740715,-17.083284225620208,23.046909814982367
430.535,8173.333771081271,-4083.8599176726716,-4177.279967524108,128.72744994532027,-17.08839898754265,23.059029745091244
430.54,8172.588033028956,-4085.6921282894027,-4174.1801873559925,128.72187603651025,-17.094000760924946,23.074027153397985
430.545,8172.578740235441,-4086.031672825796,-4170.753747338913,128.71638556901382,-17.095003513993365,23.090921718665072
430.55,8173.261108949894,-4085.3400267715947,-4167.367519020709,128.7110103401641,-17.090194546327236,23.10698671289882
430.555,8174.45651079992,-4084.4500342893425,-4164.6688757938055,128.705472714173,-17.084797093583106,23.12791091627733
430.56,8175.998314961517,-4083.9276895157695,-4162.907480345476,128.70034011731204,-17.074836212993286,23.150083747201855
430.565,8177.6983571312685,-4083.7574807500296,-4161.9767330355635,128.69467318901425,-17.063836945101986,23.1715933210902
430.57,8179.122001791114,-4083.5797889218316,-4162.007607933375,128.69408637938815,-17.04446891631854,23.193943037841322
430.575,8179.8066256983075,-4083.0399439682014,-4163.430514145958,128.68969837985006,-17.017619775609035,23.210925530662152
430.58,8179.8341042470065,-4082.0048533871663,-4166.3672571277875,128.68814102861003,-16.98631723623399,23.231768025750664
430.585,8179.666950065601,-4080.744687005456,-4170.113007821103,128.68460954054723,-16.94875815796396,23.249384049689887
430.59000000000003,8179.653196986147,-4079.931947827035,-4173.5126557948315,128.67818808125458,-16.910684233759376,23.265768689570073
430.595,8180.000800646091,-4080.128662759439,-4175.911525325726,128.6777323666419,-16.86820436362547,23.277729796202372
430.6,8180.9127943008325,-4081.3110500170324,-4177.639029156523,128.67324027307149,-16.828069675235298,23.29272354139453
430.605,8182.395601629418,-4082.9780493028998,-4179.660502018521,128.6714076215502,-16.79833680841683,23.30522956162322
430.61,8184.036262541858,-4084.6970772387212,-4182.580090241956,128.67189760591748,-16.775613039874134,23.319592592238337
430.615,8185.467685482774,-4086.530950361379,-4185.925058377426,128.6713791267329,-16.75743663259835,23.33669011729758
430.62,8186.895640091618,-4088.7463050099786,-4188.452131445637,128.67544141929977,-16.749488294677114,23.35258938471527
430.625,8188.893572747509,-4091.343980534289,-4189.069927544872,128.68141743496565,-16.748111398526248,23.369331302887772
430.63,8191.713563118599,-4093.9914813399796,-4187.590127048828,128.68635584268108,-16.75256362936594,23.385360282241134
430.635,8195.004393124158,-4096.203544084574,-4184.878078678704,128.69622294033604,-16.757753315527435,23.402222468450816
430.64,8198.038938958425,-4097.6626687853,-4182.224109385121,128.70717004937492,-16.770991180865323,23.41455372673127
430.645,8200.106109631008,-4098.50886282468,-4180.391943000395,128.71886464157555,-16.784827097719816,23.42527983567316
430.65,8200.974301504366,-4099.236442719405,-4179.291558022529,128.72520722389444,-16.79409167383348,23.436178750992696
430.65500000000003,8201.199965883094,-4100.267938941438,-4178.4623540863995,128.73463960528736,-16.810218264401634,23.44730894518973
430.66,8201.626887683002,-4101.505539833452,-4177.73935599595,128.74191608042588,-16.818796956479844,23.4545530833514
430.665,8202.655289628281,-4102.504205941412,-4177.31067996633,128.7505809768162,-16.82399044117706,23.459485158663707
430.67,8203.99504550444,-4103.017225882406,-4177.134492192155,128.76221731702904,-16.825867140547942,23.465330605049566
430.675,8205.057991971888,-4103.221174340536,-4176.897039563825,128.77283634241027,-16.825717579614558,23.470429763268598
430.68,8205.61553723449,-4103.476189070232,-4176.5597348569545,128.78031104604295,-16.819208051751886,23.47335474676033
430.685,8205.923310311364,-4103.942995132138,-4176.3654765075435,128.78493945691108,-16.80334595873988,23.46509240478024
430.69,8206.500535821417,-4104.593064845757,-4176.425088414491,128.79086900307473,-16.79036847940501,23.457326664861885
430.695,8207.72839633737,-4105.356254358824,-4176.3864569058815,128.79576017720171,-16.783042232037072,23.452299702893697
430.7,8209.507370289388,-4106.1972515499,-4175.631605069229,128.80199744516702,-16.78107030878242,23.44694428491594
430.705,8211.31720568862,-4107.086964015204,-4174.081092741258,128.80352189844913,-16.784646736598308,23.43818406977046
430.71,8212.716426020113,-4107.891697416701,-4172.504644924645,128.8066905087855,-16.79318336773939,23.426704744250294
430.71500000000003,8213.62728948815,-4108.5019150458365,-4171.863218313069,128.81291553915895,-16.816317547650556,23.418662756468493
430.72,8214.088772857947,-4109.020427193837,-4172.5287696541445,128.81823894759106,-16.85652899892084,23.420427874803707
430.725,8213.9936667643,-4109.652417805265,-4173.997272679208,128.82377123668564,-16.882340655307836,23.421294484877993
430.73,8213.187303996852,-4110.474294785465,-4175.186480985061,128.82912478506663,-16.914129308068865,23.407061253814625
430.735,8211.613561678145,-4111.326613058856,-4175.060646373459,128.83455287281743,-16.9498195618244,23.396816275829078
430.74,8209.536625298786,-4112.064859076253,-4173.3170019158415,128.84019798849496,-16.985710064580342,23.395239076244714
430.745,8207.674430146317,-4112.719427433579,-4170.707827952251,128.8454690766958,-17.015726453670705,23.393571199330122
430.75,8206.860049737214,-4113.324008787166,-4168.587108868827,128.85132446257876,-17.035312594397602,23.377774306846753
430.755,8207.219480534695,-4113.84241710486,-4167.9152781042585,128.85330377787795,-17.05624847065529,23.359978697802344
430.76,8207.885811881648,-4114.26633043944,-4168.676158749628,128.85316787906135,-17.065024619467003,23.35469736856859
430.765,8207.920473606437,-4114.553060316411,-4170.247689148539,128.85035145206115,-17.07062377361622,23.34262370736639
430.77,8207.159185488528,-4114.429829631342,-4172.115022243683,128.84412792541252,-17.07333086937007,23.325676520207388
430.775,8206.202591318051,-4113.605131974709,-4174.142931205316,128.8393353674798,-17.07021122978232,23.311558575903284
430.78000000000003,8205.73182514346,-4112.146034836223,-4176.365394154402,128.8310408783211,-17.06388223518941,23.30485170995919
430.785,8205.964102587464,-4110.508708532129,-4178.761564822788,128.81935390895683,-17.06178366240697,23.296030174608532
430.79,8206.650857129482,-4109.229669794154,-4181.058807105448,128.81178307002355,-17.05955351485423,23.28791109456479
430.795,8207.278137265914,-4108.545855003936,-4182.92560641666,128.80454543411824,-17.0531151753787,23.282237864887612
430.8,8207.416854164912,-4108.207497596026,-4184.58628499872,128.79198708827863,-17.048486805660303,23.282186027194825
430.805,8207.196265749431,-4107.773840440895,-4186.745708318592,128.78488053970344,-17.042058376528452,23.286460689380533
430.81,8207.094556706814,-4106.903458897996,-4189.546019479762,128.77643513128908,-17.037906982729673,23.28469822639112
430.815,8207.375514864305,-4105.283153833757,-4192.224385975101,128.7678379220361,-17.03036369048221,23.288250122659292
430.82,8207.843964555832,-4102.678875752311,-4194.0819746475945,128.7611182221816,-17.030534833005298,23.293498160118197
430.825,8208.12217700909,-4099.356342696687,-4195.270665598494,128.7480841989738,-17.016849382208072,23.29953569384435
430.83,8208.074884796764,-4096.296523826981,-4196.311921178128,128.7428852520291,-16.992104123556835,23.30210199172034
430.835,8207.837211820453,-4094.5805201825156,-4197.324070656905,128.74146245447008,-16.978133706263534,23.30381964151214
430.84000000000003,8207.808463419547,-4094.506012296831,-4198.146395344791,128.73240141056473,-16.956834630899348,23.310617867656212
430.845,8208.506050969943,-4095.25090792871,-4198.844196053025,128.72354940985682,-16.92511060546501,23.312979805165565
430.85,8210.151254051658,-4095.470397850653,-4199.792050443191,128.71916786173554,-16.89984149676398,23.313125432584958
430.855,8212.34503999109,-4094.4025250363256,-4201.083436357425,128.71087332828446,-16.88220978418242,23.312526870633842
430.86,8214.382456646832,-4092.424063712163,-4202.04303287203,128.70178078164696,-16.862967396150164,23.3153054819765
430.865,8215.827919071258,-4090.6146796661105,-4201.690970779158,128.69756322052586,-16.85798992035855,23.31902509392746
430.87,8216.60741386949,-4089.926577503531,-4199.518708628472,128.69112213557747,-16.861610764243437,23.31814758684887
430.875,8216.765608545598,-4090.645047330672,-4195.927500247106,128.68871810953996,-16.87804134391135,23.320331380286184
430.88,8216.333883494432,-4092.405468248817,-4192.160764239961,128.686336240208,-16.90157561165681,23.326827135674925
430.885,8215.342697344033,-4094.5729708708673,-4189.112197898361,128.6824463161671,-16.933544628483002,23.32933103282545
430.89,8214.060632366534,-4096.703304008766,-4186.387556715053,128.68326538308474,-16.97245345383764,23.33157468131874
430.895,8212.750237031709,-4098.619169806762,-4183.009737771953,128.68294573334143,-17.011730882619293,23.33550967852617
430.9,8211.304983877366,-4100.222178016261,-4178.922567121676,128.68300639115984,-17.05861510852232,23.334811431051616
430.90500000000003,8209.50519979652,-4101.409111692654,-4175.514077611438,128.68274082782276,-17.10569901500416,23.335119273527642
430.91,8207.379108199351,-4102.006692138948,-4174.4159652549715,128.68267123595479,-17.149108904309095,23.333775808807527
430.915,8205.367028159328,-4101.794299664474,-4176.000118470297,128.68267691082295,-17.19152913654953,23.325175946036072
430.92,8204.122371659523,-4100.612398651717,-4179.009856886019,128.68248754840866,-17.22711617039583,23.31680114818656
430.925,8204.105865667338,-4098.4971568949695,-4181.558654661384,128.6828349887009,-17.26006724071808,23.307921745748505
430.93,8205.34458833051,-4095.787523228903,-4182.313097428623,128.68227318147865,-17.29114949722388,23.29193906067279
430.935,8207.594322546274,-4093.1357958129424,-4180.934499633997,128.68462838406407,-17.317781147155475,23.282699940662507
430.94,8210.597613570973,-4091.197998878924,-4178.109510679112,128.6888192473232,-17.345795052431587,23.268978844278564
430.945,8214.1063944342,-4090.233527166344,-4175.212438588252,128.6884378899144,-17.37099522595012,23.25444933904357
430.95,8217.648755963046,-4089.9955815135495,-4173.404485513288,128.68862931110357,-17.393951610002098,23.243732753881037
430.955,8220.498984964954,-4089.929211229111,-4173.013111073902,128.68845617068328,-17.422261552685136,23.23284648113441
