Windows,Median_PLV,Median_Phase_deg,Median_Axis_Ratio,Median_PCA_Orientation_deg,Median_A1,Mean_A1,Median_A2,Mean_A2,Median_A3,Mean_A3,Median_A4,Mean_A4,Median_A5,Mean_A5,Median_A6,Mean_A6,Dominant_m1_Count,Dominant_m1_Percent,Dominant_m2_Count,Dominant_m2_Percent,Dominant_m3_Count,Dominant_m3_Percent,Dominant_m4_Count,Dominant_m4_Percent,Dominant_m5_Count,Dominant_m5_Percent,Dominant_m6_Count,Dominant_m6_Percent,CW_Count,CCW_Count,CW_Percent,CCW_Percent,Fourfold_Mean_Orientation_deg,Fourfold_Orientation_Concentration
1440,0.23508687201338208,10.830186642154665,0.7622734730607368,-27.04110947442132,0.0019114035616882672,0.002132032330586891,0.08741377111141349,0.09198757848126655,0.0019649132766716704,0.002133970968323841,0.05422033946896618,0.05844814038868985,0.0019385130538934906,0.002119323067915598,0.038337834740118565,0.04189531152024147,0,0.0,963,66.875,0,0.0,368,25.555555555555557,0,0.0,109,7.569444444444445,745,695,51.736111111111114,48.263888888888886,51.91386770351979,0.041062748073050825
