year,latitude_deg,longitude_deg,north_nT,east_nT,down_nT,declination_deg
1874.0,17.0,134.15597894364188,35131.74320867083,-8.332588091741755e-13,14690.517545972414,-1.358948023848526e-15
1875.0,17.0,-63.13028810429308,30491.00789160457,-2.8784238881307544e-11,34353.04390924276,-5.408858278015091e-14
1875.0,17.0,62.488464538432915,36639.404042321396,-1.0862699628688688e-12,10138.497324489066,-1.6986816764903777e-15
1875.0,17.0,126.79695076298111,35983.680631059775,-4.785338791890581e-13,15408.149097365662,-7.619557296729139e-16
1875.0,17.0,134.46458602669077,35103.03445163468,-6.16585005275283e-10,14672.816943342967,-1.0064007019678088e-12
1876.0,17.0,-63.33334029718441,30495.587395824838,1.2668169291352172e-10,34262.50126045341,2.3801234753428244e-13
1876.0,17.0,62.33073439024972,36645.43094498529,1.3109902052832467e-11,10145.024795054616,2.0497563764084584e-14
1876.0,17.0,126.73733335719123,36005.4258116242,-5.982048190134037e-12,15423.064611761067,-9.519290673904454e-15
1876.0,17.0,134.68573799728978,35084.595866454896,-1.5656052843038282e-13,14657.39047398557,-2.5567509888222817e-16
1877.0,17.0,-63.548821111159526,30502.87280147173,-2.240790886176569e-12,34165.63008373508,-4.209041600275187e-15
1877.0,17.0,62.180444605996854,36650.609750620766,-1.0741227352006888e-11,10154.928995221362,-1.679172592892679e-14
1877.0,17.0,126.72347200094838,36022.96559785211,-4.990924340475544e-12,15428.570568521065,-7.938238727224975e-15
1877.0,17.0,134.8304180652538,35075.88062402757,-4.883308167558109e-12,14645.190895587932,-7.976790406544505e-15
1878.0,17.0,-63.772971065384986,30513.15176273822,1.54963222809279e-10,34066.039137644104,2.909807127023685e-13
1878.0,17.0,62.02471073185482,36654.299816610466,-1.1443901382079957e-12,10167.202563013327,-1.7888412918475022e-15
1878.0,17.0,126.75072494688395,36037.322913027274,1.0039330478051056e-12,15427.172704719374,1.5961542618401472e-15
1878.0,17.0,134.91151147736636,35076.209625975884,-8.743982100878345e-14,14637.118465460891,-1.4282993398102246e-16
1879.0,17.0,-63.99851504185474,30524.885648159012,-8.227825504247832e-10,33966.69733736575,-1.5443781883321519e-12
1879.0,17.0,61.85967978637244,36655.932126086336,3.209314758390036e-11,10182.417516572,5.0163828913775606e-14
1879.0,17.0,126.79583124238735,36051.15273340447,-2.298022883095996e-13,15421.430368890633,-3.6522275279116165e-16
1879.0,17.0,134.95468912815826,35082.76452985459,1.8987806119086237e-12,14631.001459685296,3.1010131824432636e-15
