Frequency_Hz,Mean_PLV,Median_PLV
6.8,0.37249473861617877,0.39370464489661794
6.801,0.3761326669050749,0.4065376239742415
6.802,0.37877248536193503,0.40729118644374596
6.803,0.38087370619423516,0.4082837680958006
6.804,0.383311200315735,0.40819563146015136
6.805,0.3860169591743188,0.412459506694193
6.806,0.387146336877517,0.4366574238650354
6.807,0.3881198879039744,0.4378627603382538
6.808,0.3905575618477454,0.43983442399832073
6.809,0.3928206349198196,0.44296799412213317
6.81,0.3953938540106415,0.4366179451936376
6.811,0.3970019694651417,0.4254333988779678
6.812,0.3978180220294199,0.4112025433722327
6.813,0.3978682192904628,0.39659180225838936
6.814,0.39745935863081366,0.381643887551373
6.815,0.39674816058914675,0.3799311920753633
6.816,0.3962879160869852,0.36856558219235924
6.817,0.39555663211608866,0.36732784828410725
6.818,0.39474591050647706,0.3760012816464001
6.819,0.3931890619890018,0.39574135075505
6.82,0.39126778484335606,0.38576532772138517
6.821,0.3889599779777719,0.3681261594037697
6.822,0.3862333160626959,0.3608155812103062
6.823,0.38418173931316196,0.3549973379163915
6.824,0.3845883619450792,0.3505963366588244
6.825,0.3853115762019315,0.35646163681963067
6.826,0.3871385080913716,0.3670285019879961
6.827,0.3888745272231117,0.3768386517790424
6.828,0.3904263467679319,0.3894794462597705
6.829,0.3915189106510482,0.40201123905251734
6.83,0.3918771018948486,0.4126473197234469
6.831,0.3915569316377508,0.4178983734458299
6.832,0.39138505389296346,0.41405744644552117
6.833,0.39150457827154006,0.41037216934313053
6.834,0.3910496287818237,0.40757084129464805
6.835,0.3901101751809611,0.3953851682673438
6.836,0.38823085323041656,0.38189553131283693
6.837,0.3848886553382614,0.3687977404766107
6.838,0.38089591898107367,0.36366384377092
6.839,0.3762360018298765,0.36553837612032636
6.84,0.37088270234972676,0.357837008113141
6.841,0.3650113707092973,0.34791989371839205
6.842,0.3587725688605005,0.3355437570423039
6.843,0.3520723046426566,0.321300747178087
6.844,0.3454213133844684,0.3066225399646635
6.845,0.33888010974217636,0.2955602315290221
6.846,0.33307207831642616,0.2852374149551936
6.847,0.32799165245201495,0.27559353974009704
6.848,0.32351653311359835,0.2822238578474877
6.849,0.31878197755268706,0.29488386576992287
6.85,0.3127715672406557,0.3031050223667874
6.851,0.3100401891640256,0.30588294236456937
6.852,0.30761775390420015,0.303046947088831
6.853,0.305095382083083,0.30057284641985593
6.854,0.30231192721840644,0.2968576515698005
6.855,0.2994260324664346,0.2765408674543879
6.856,0.29610252430291695,0.2508051154082853
6.857,0.2920351576139978,0.23182692968045374
