Usable_Minutes,Median_PLV,Median_Phase_D_minus_H_deg,Median_PCA_Minor_Major,Median_Axis_Ratio,Median_Orientation_deg,Orientation_STD_deg,CW_Count,CCW_Count,CW_Percent,CCW_Percent
1439,0.4773283897637674,108.0776025562062,0.5325710432822908,0.7297746523977733,-28.673378497059048,25.470186873398852,1439,0,100.0,0.0
