timestamp,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,roll_deg,pitch_deg,yaw_deg,mx,my,mz,time_year,time_month,time_day,time_hour,time_minute,time_second,time_ms,lat,lon,alt_m,speed_kn,course_deg,hdop,nsats,fix
1761737485.629364,0.1240234375,-0.26416015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4795,-6661,2025,8,21,3,16,5,233,,,,,,,,
1761737485.630672,0.1240234375,-0.26416015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4795,-6661,2025,8,21,3,16,5,233,,,,,,,,
1761737485.630739,0.1240234375,-0.26416015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4793,-6664,2025,8,21,3,16,5,233,,,,,,,,
1761737485.630777,0.1240234375,-0.26416015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4793,-6664,2025,8,21,3,16,5,233,,,,,,,,
1761737485.632201,0.1240234375,-0.26416015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4793,-6664,2025,8,21,3,16,5,233,,,,,,,,
1761737485.632273,0.1240234375,-0.26416015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4793,-6664,2025,8,21,3,16,5,233,,,,,,,,
1761737485.632319,0.1240234375,-0.26416015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4793,-6664,2025,8,21,3,16,5,233,,,,,,,,
1761737485.633728,0.1240234375,-0.26416015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4793,-6664,2025,8,21,3,16,5,233,,,,,,,,
1761737485.633785,0.1240234375,-0.26416015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4793,-6664,2025,8,21,3,16,5,238,,,,,,,,
1761737485.633822,0.12451171875,-0.26708984375,0.9619140625,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4793,-6664,2025,8,21,3,16,5,238,,,,,,,,
1761737485.635086,0.12451171875,-0.26708984375,0.9619140625,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4793,-6664,2025,8,21,3,16,5,238,,,,,,,,
1761737485.635138,0.12451171875,-0.26708984375,0.9619140625,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4793,-6664,2025,8,21,3,16,5,238,,,,,,,,
1761737485.636457,0.12451171875,-0.26708984375,0.9619140625,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4791,-6669,2025,8,21,3,16,5,238,,,,,,,,
1761737485.636521,0.12451171875,-0.26708984375,0.9619140625,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4791,-6669,2025,8,21,3,16,5,238,,,,,,,,
1761737485.636553,0.12451171875,-0.26708984375,0.9619140625,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4791,-6669,2025,8,21,3,16,5,238,,,,,,,,
1761737485.638475,0.12451171875,-0.26708984375,0.9619140625,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4791,-6669,2025,8,21,3,16,5,238,,,,,,,,
1761737485.638529,0.12451171875,-0.26708984375,0.9619140625,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4791,-6669,2025,8,21,3,16,5,238,,,,,,,,
1761737485.638562,0.12451171875,-0.26708984375,0.9619140625,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4791,-6669,2025,8,21,3,16,5,238,,,,,,,,
1761737485.639273,0.12451171875,-0.26708984375,0.9619140625,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4791,-6669,2025,8,21,3,16,5,243,,,,,,,,
1761737485.639314,0.12158203125,-0.26806640625,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4791,-6669,2025,8,21,3,16,5,243,,,,,,,,
1761737485.639351,0.12158203125,-0.26806640625,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4791,-6669,2025,8,21,3,16,5,243,,,,,,,,
1761737485.640808,0.12158203125,-0.26806640625,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4791,-6669,2025,8,21,3,16,5,243,,,,,,,,
1761737485.640878,0.12158203125,-0.26806640625,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4788,-6669,2025,8,21,3,16,5,243,,,,,,,,
1761737485.640918,0.12158203125,-0.26806640625,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4788,-6669,2025,8,21,3,16,5,243,,,,,,,,
1761737485.642248,0.12158203125,-0.26806640625,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4788,-6669,2025,8,21,3,16,5,243,,,,,,,,
1761737485.642302,0.12158203125,-0.26806640625,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4788,-6669,2025,8,21,3,16,5,243,,,,,,,,
1761737485.642335,0.12158203125,-0.26806640625,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4788,-6669,2025,8,21,3,16,5,243,,,,,,,,
1761737485.643837,0.12158203125,-0.26806640625,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4788,-6669,2025,8,21,3,16,5,243,,,,,,,,
1761737485.643892,0.12158203125,-0.26806640625,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4788,-6669,2025,8,21,3,16,5,248,,,,,,,,
1761737485.643927,0.1259765625,-0.2705078125,0.96044921875,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4788,-6669,2025,8,21,3,16,5,248,,,,,,,,
1761737485.645218,0.1259765625,-0.2705078125,0.96044921875,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4788,-6669,2025,8,21,3,16,5,248,,,,,,,,
1761737485.645286,0.1259765625,-0.2705078125,0.96044921875,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4788,-6669,2025,8,21,3,16,5,248,,,,,,,,
1761737485.645325,0.1259765625,-0.2705078125,0.96044921875,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4786,-6668,2025,8,21,3,16,5,248,,,,,,,,
1761737485.646631,0.1259765625,-0.2705078125,0.96044921875,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4786,-6668,2025,8,21,3,16,5,248,,,,,,,,
1761737485.646704,0.1259765625,-0.2705078125,0.96044921875,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4786,-6668,2025,8,21,3,16,5,248,,,,,,,,
1761737485.646733,0.1259765625,-0.2705078125,0.96044921875,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4786,-6668,2025,8,21,3,16,5,248,,,,,,,,
1761737485.648174,0.1259765625,-0.2705078125,0.96044921875,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4786,-6668,2025,8,21,3,16,5,248,,,,,,,,
1761737485.648230,0.1259765625,-0.2705078125,0.96044921875,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4786,-6668,2025,8,21,3,16,5,248,,,,,,,,
1761737485.648263,0.1259765625,-0.2705078125,0.96044921875,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4786,-6668,2025,8,21,3,16,5,253,,,,,,,,
1761737485.650105,0.1220703125,-0.2666015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4786,-6668,2025,8,21,3,16,5,253,,,,,,,,
1761737485.650173,0.1220703125,-0.2666015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4786,-6668,2025,8,21,3,16,5,253,,,,,,,,
1761737485.650215,0.1220703125,-0.2666015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4786,-6668,2025,8,21,3,16,5,253,,,,,,,,
1761737485.650772,0.1220703125,-0.2666015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4787,-6664,2025,8,21,3,16,5,253,,,,,,,,
1761737485.650807,0.1220703125,-0.2666015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4787,-6664,2025,8,21,3,16,5,253,,,,,,,,
1761737485.652310,0.1220703125,-0.2666015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4787,-6664,2025,8,21,3,16,5,253,,,,,,,,
1761737485.652365,0.1220703125,-0.2666015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4787,-6664,2025,8,21,3,16,5,253,,,,,,,,
1761737485.652398,0.1220703125,-0.2666015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4787,-6664,2025,8,21,3,16,5,253,,,,,,,,
1761737485.654137,0.1220703125,-0.2666015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4787,-6664,2025,8,21,3,16,5,253,,,,,,,,
1761737485.654286,0.1220703125,-0.2666015625,0.9609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4787,-6664,2025,8,21,3,16,5,258,,,,,,,,
1761737485.654328,0.123046875,-0.267578125,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4787,-6664,2025,8,21,3,16,5,258,,,,,,,,
1761737485.655197,0.123046875,-0.267578125,0.9599609375,0.0,0.0,0.0,-16.6278076171875,-6.1138916015625,5.042724609375,-698,4787,-6664,2025,8,21,3,16,5,258,,,,,,,,
