Station,Usable_Hourly_Windows,Valid_Hourly_WCenters,Search_Min_Hz,Search_Max_Hz,Frequency_Step_Hz,Bandpass_Width_Hz,Aggregate_Peak_Mean_PLV_Hz,Aggregate_Peak_Mean_PLV,Aggregate_Peak_Median_PLV_Hz,Aggregate_Peak_Median_PLV,Weighted_Center_Mean_Profile_Hz,Weighted_Center_Median_Profile_Hz,Hourly_Peak_Mean_Hz,Hourly_Peak_Median_Hz,Hourly_Peak_MAD_Hz,Hourly_Peak_STD_Hz,Hourly_Peak_Q05_Hz,Hourly_Peak_Q95_Hz,Hourly_WCenter_Mean_Hz,Hourly_WCenter_Median_Hz,Hourly_WCenter_MAD_Hz,Hourly_WCenter_STD_Hz,Hourly_WCenter_Q05_Hz,Hourly_WCenter_Q95_Hz
FCHU,24,24,6.8,8.4,0.001,0.1,7.807,0.6077138317985763,7.423,0.6918512809429753,7.59291512657598,7.611429581145863,7.529291666666666,7.49,0.27849999999999975,0.4315538637514912,6.9507,8.264700000000001,7.599662619394217,7.5965180899412434,0.03050485742960296,0.03897685548524487,7.535640815116716,7.658211275550572
