Frequency_Hz,Mean_PLV,Median_PLV
6.8,0.4235397148056701,0.39945987991066023
6.801,0.42289321956931053,0.39635314750447537
6.802,0.42175942480244033,0.3937333177590363
6.803,0.4201493423582561,0.3922470226473536
6.804,0.4190344361002522,0.39996877809922804
6.805,0.4183503909329644,0.4148344178458665
6.806,0.4183115629895171,0.42951334837566135
6.807,0.41939418667984657,0.44195514261391733
6.808,0.4204567187041073,0.44725168036402707
6.809,0.421006058423423,0.44429663142158815
6.81,0.42194784390308787,0.4464799949667241
6.811,0.42323018656885303,0.4517882662769377
6.812,0.42548841103276197,0.4582184711988636
6.813,0.42877256029483846,0.4641171646740211
6.814,0.4328422015377806,0.4703033422221826
6.815,0.437036002764494,0.47756369795873266
6.816,0.4409737433836061,0.4891403575901965
6.817,0.44596432738373,0.49719451164907547
6.818,0.45028027083748184,0.5014141280527377
6.819,0.45415399734276024,0.5057901091182146
6.82,0.4573289695012675,0.5065891595455446
6.821,0.4591757775284407,0.49534770611393514
6.822,0.46106732481707374,0.4835730832100029
6.823,0.46284665048918616,0.4815355968579522
6.824,0.4638413453547882,0.4803595688064036
6.825,0.46381426672643383,0.478918714782383
6.826,0.4632254005686299,0.47521239210540744
6.827,0.4618713019008809,0.45016407854851254
6.828,0.45867884560707023,0.41810978236472196
6.829,0.45578987842351987,0.39782233874245165
6.83,0.4524513994119632,0.38779513903586066
6.831,0.4501510493918159,0.39903640529611395
6.832,0.4473756646222808,0.40709803771928016
6.833,0.4441896879649853,0.41208475084787655
6.834,0.4412142213558717,0.42267549617308253
6.835,0.4382852330598795,0.4214775011126637
6.836,0.4365037133026588,0.41675690588412684
6.837,0.4343812658287535,0.4078015120880021
6.838,0.43231292819142836,0.4002056258904912
6.839,0.43080153933365156,0.3961941221897123
6.84,0.4302913494532175,0.3890887872120772
6.841,0.429829157124135,0.3805604858095881
6.842,0.43007633335604684,0.3829961749954755
6.843,0.4305774714641672,0.3860606756470226
6.844,0.4321896102642369,0.38967393358778046
6.845,0.43346605898040713,0.38887271673203727
6.846,0.43514478685613267,0.3897113588301222
6.847,0.43617373330650705,0.3951093912587986
6.848,0.4362739384774841,0.4027519961908841
6.849,0.4358053476797022,0.41675800014001857
6.85,0.4343535831051044,0.4280472574184506
6.851,0.43307710289569407,0.43810320906940736
6.852,0.4327154665979325,0.44939249856470326
6.853,0.43341978642874146,0.4628200181258568
6.854,0.4347265766653509,0.4691244848826514
6.855,0.4373533631811756,0.4731163170100626
6.856,0.43865080571693693,0.4768598325706631
6.857,0.4395391291470602,0.4799582617693501
6.858,0.4400239550272438,0.4823440840584634
6.859,0.44176971267753573,0.48402422893677965
6.86,0.4432941524518816,0.4849610492084121
6.861,0.44480440912409214,0.4847589885699498
6.862,0.446043755876772,0.48448918305074085
6.863,0.4471867445208711,0.4832013054559806
6.864,0.44839363052683784,0.48186025144766587
6.865,0.4497177625883464,0.4758491668327961
6.866,0.45116257767255524,0.45733305129655444
6.867,0.4537135274225799,0.4422156185871657
6.868,0.4559107106298695,0.4301584260858431
6.869,0.4576624752168356,0.4223185089231733
6.87,0.45923056393150014,0.42859258544866974
6.871,0.46021808017716664,0.430886120558416
6.872,0.4606762674132161,0.4298159891901659
6.873,0.46163788830646085,0.42902688086871044
6.874,0.46198142719648555,0.42833317301711454
6.875,0.46209948687918184,0.42754741882021696
6.876,0.4621101476584872,0.4259668068424681
6.877,0.46189570805840163,0.4274841646587428
6.878,0.460642386988452,0.4302377041163237
6.879,0.45925583993343166,0.44030015081250784
6.88,0.4572752243937473,0.45126891302150024
6.881,0.4551425776109968,0.4517583082168215
6.882,0.45307252578079155,0.4515602598218101
6.883,0.45190253404654174,0.45350892820960076
6.884,0.4515021368052146,0.45257014698737075
6.885,0.45091024920780276,0.45533852848452183
6.886,0.4496689966344602,0.4544907853011035
6.887,0.44785268112428206,0.4536057776995293
6.888,0.4464311703568253,0.44724645330612234
6.889,0.4459260258564383,0.44005331630236
6.89,0.44611439545063125,0.43382415230917337
6.891,0.44692551069147496,0.4296830352810109
6.892,0.4488988167456503,0.43148039729125154
6.893,0.4503370941056402,0.4306078167213681
6.894,0.45075328366000794,0.4265637400783396
6.895,0.4513368446293622,0.42498820865404885
6.896,0.4510118457534136,0.4272124349634055
6.897,0.451227063457821,0.43122437827699855
6.898,0.4523998218347731,0.44214130786094974
6.899,0.4544297063670968,0.45763694263825233
6.9,0.45694069949776894,0.47046708642649593
6.901,0.4588613479242798,0.4811980744389771
6.902,0.4602932094819772,0.4905340454007601
6.903,0.4618005069269618,0.49838420138105144
6.904,0.4622517781704943,0.5040135133493355
6.905,0.46377920965939046,0.5060925490675716
6.906,0.4655940822233147,0.508786064851277
6.907,0.46758015661384783,0.5085032977074279
6.908,0.47038660126255843,0.5117386104481051
6.909,0.4734740246217866,0.5134641840150129
6.91,0.47670734650847324,0.5167911639045942
6.911,0.47861058149950186,0.5208333420278843
6.912,0.4806661871310012,0.5116478536878404
6.913,0.48403553919729814,0.5131726940857233
6.914,0.48695512740240116,0.516323284200555
6.915,0.48897981718508526,0.520394074822675
6.916,0.48998540646226524,0.5183659216815906
6.917,0.48962423272303773,0.5116901913905001
6.918,0.48853921466181,0.5061512243166351
6.919,0.48686442996707524,0.5031415203613621
6.92,0.48596766167503586,0.5023784313559327
6.921,0.4850077558310207,0.5003567911145017
6.922,0.4830795179799005,0.4961404524847161
6.923,0.4794035711531673,0.48937359802315433
6.924,0.4781073888562408,0.4865144917153402
6.925,0.47805331540492796,0.4824778932591398
6.926,0.47998310422547164,0.48725375717879943
6.927,0.48167052249028414,0.48943675105509865
6.928,0.4840151372951423,0.49293254585665547
6.929,0.48530234558633006,0.49731422615202797
6.93,0.4866936585986376,0.5021804965491306
6.931,0.4882984298691144,0.5081668606331162
6.932,0.48995586358745613,0.5149151592304255
6.933,0.4911956831594313,0.5149038479105329
6.934,0.49220185669369737,0.5094588307353863
6.935,0.4931247628013569,0.5038536285649069
6.936,0.4941284762423426,0.49807797661252806
6.937,0.4953509602619281,0.4921130594743837
6.938,0.49669351084055346,0.4860940554639699
6.939,0.4971921336775891,0.4790688595120139
6.94,0.4985906108671092,0.47819290102176226
6.941,0.49940878128392013,0.4799300328146634
6.942,0.5001853795725166,0.48217555757780856
6.943,0.5008238182190731,0.4857512318159234
6.944,0.501602946632653,0.4950374540983582
6.945,0.5018415578713746,0.5046556324744766
6.946,0.5013342657070604,0.5129451342875394
6.947,0.5008453348897864,0.5203516887348567
