Station,Usable_Hourly_Windows,Valid_Hourly_Weighted_Centers,Aggregate_Peak_Mean_PLV_Hz,Aggregate_Peak_Mean_PLV,Aggregate_Peak_Median_PLV_Hz,Aggregate_Peak_Median_PLV,Weighted_Center_Mean_Profile_Hz,Weighted_Center_Median_Profile_Hz,Hourly_Peak_Mean_Hz,Hourly_Peak_Median_Hz,Hourly_Peak_MAD_Hz,Hourly_Peak_STD_Hz,Hourly_Peak_Q05_Hz,Hourly_Peak_Q95_Hz,Hourly_WCenter_Mean_Hz,Hourly_WCenter_Median_Hz,Hourly_WCenter_MAD_Hz,Hourly_WCenter_STD_Hz,Hourly_WCenter_Q05_Hz,Hourly_WCenter_Q95_Hz
IST,24,24,7.667,0.6509720486242311,7.708,0.7184055424510079,7.625889929096974,7.5671679657249475,7.420625,7.512499999999999,0.34499999999999975,0.6103121662046327,6.4300500000000005,8.24185,7.433978397094017,7.448566017333663,0.07734749640854366,0.10408952504223902,7.2496833308987085,7.586470372063925
