Station,Frequency_Hz,Mean_PLV,Median_PLV,Hours_Available
IST,6.709,0.4570540503389735,0.5084153952569856,24
IST,6.71,0.4596388822099373,0.5177586949740847,24
IST,6.711,0.4636413152427972,0.528265279820797,24
IST,6.712,0.466603295398214,0.5284875507708844,24
IST,6.713,0.46866786960990625,0.5203093447484886,24
IST,6.714,0.4697567724725171,0.5283738800893543,24
IST,6.715,0.4705134517876793,0.5381528743895705,24
IST,6.716,0.47018469945268926,0.5352510150223335,24
IST,6.717,0.468802661108114,0.5288051559267916,24
IST,6.718,0.4677194885505809,0.5262045465878791,24
IST,6.719,0.4672833991480052,0.5256261824372344,24
IST,6.72,0.46624488355934046,0.5240314376585538,24
IST,6.721,0.46455557006893117,0.5178314045418375,24
IST,6.722,0.4634554372545659,0.5120040668791592,24
IST,6.723,0.46323285697251165,0.5151990440137618,24
IST,6.724,0.46229593196969904,0.5198790571182393,24
IST,6.725,0.46173129577899186,0.5108354630415368,24
IST,6.726,0.46249991292299003,0.5035175916912704,24
IST,6.727,0.46383503092935946,0.49794827084994664,24
IST,6.728,0.4639999700701521,0.49353646156666586,24
IST,6.729,0.46475015471166586,0.49158837372223163,24
IST,6.73,0.465784305237628,0.49272873166885955,24
IST,6.731,0.46628587556686757,0.49760144652488997,24
IST,6.732,0.46601591481698373,0.5027066521481544,24
IST,6.733,0.4656713369922196,0.501074062490428,24
IST,6.734,0.4658061563858103,0.4931175772923055,24
IST,6.735,0.4669551226078867,0.48636277036063547,24
IST,6.736,0.4677740598386479,0.48019908190728333,24
IST,6.737,0.46814813506405367,0.4742636505870619,24
IST,6.738,0.4683912964913935,0.46636903551066766,24
IST,6.739,0.46941967955925784,0.4742666359529658,24
IST,6.74,0.4701414292474306,0.4913284121613668,24
IST,6.741,0.4708358017200423,0.5003015017201713,24
IST,6.742,0.4725544804100652,0.4883276257352416,24
IST,6.743,0.47505924058826604,0.5042203974258523,24
IST,6.744,0.47757989740915785,0.5144021807390036,24
IST,6.745,0.47833141071164187,0.5142932659851396,24
IST,6.746,0.47787080801929355,0.514125003699196,24
IST,6.747,0.4770873433118639,0.5144527888307643,24
IST,6.748,0.4767356922059982,0.5132532405809543,24
IST,6.749,0.47616003830651654,0.5024230275077615,24
IST,6.75,0.47693912545496914,0.5001221627092197,24
IST,6.751,0.4779202615499516,0.4831559873138848,24
IST,6.752,0.4789440982687334,0.47618821428035407,24
IST,6.753,0.4800867664811777,0.474957772893268,24
IST,6.754,0.4805587496685151,0.47407649986159034,24
IST,6.755,0.4809282866301417,0.4735598421378673,24
IST,6.756,0.4817211667246928,0.4733271561902473,24
IST,6.757,0.48228045277110465,0.4738733878830165,24
IST,6.758,0.483095949787906,0.47614200159052894,24
IST,6.759,0.4839321683682811,0.4698381298773372,24
IST,6.76,0.4850812445822734,0.4683104685067163,24
IST,6.761,0.48679199479498886,0.47281538738536977,24
IST,6.762,0.48721705553539535,0.47292235488584894,24
IST,6.763,0.4869107346182218,0.4745684588966124,24
