Station,UTC_Hour,Frequency_Hz,PLV
IST,2017-03-28T05,7.87,0.48088980550917926
IST,2017-03-28T05,7.871,0.48639566580267507
IST,2017-03-28T05,7.872,0.489446953864091
IST,2017-03-28T05,7.873,0.4924459634659104
IST,2017-03-28T05,7.874,0.49746736492496596
IST,2017-03-28T05,7.875,0.5046255725996782
IST,2017-03-28T05,7.876,0.5154082475764417
IST,2017-03-28T05,7.877,0.5265710875609246
IST,2017-03-28T05,7.878,0.5378044262634669
IST,2017-03-28T05,7.879,0.5499123206274916
IST,2017-03-28T05,7.88,0.5629389397538354
IST,2017-03-28T05,7.881,0.576932861260036
IST,2017-03-28T05,7.882,0.5920084547437096
IST,2017-03-28T05,7.883,0.6071606232124701
IST,2017-03-28T05,7.884,0.6225490360093252
IST,2017-03-28T05,7.885,0.63806787519782
IST,2017-03-28T05,7.886,0.6532691125690901
IST,2017-03-28T05,7.887,0.6675542589321566
IST,2017-03-28T05,7.888,0.6764915946270812
IST,2017-03-28T05,7.889,0.6912363779183414
IST,2017-03-28T05,7.89,0.7029021027689981
IST,2017-03-28T05,7.891,0.7130134739933118
IST,2017-03-28T05,7.892,0.7209280967811977
IST,2017-03-28T05,7.893,0.7274359909510025
IST,2017-03-28T05,7.894,0.7324447532188496
IST,2017-03-28T05,7.895,0.7358710112697638
IST,2017-03-28T05,7.896,0.7382878056632523
IST,2017-03-28T05,7.897,0.7397592653565068
IST,2017-03-28T05,7.898,0.7406130223841466
IST,2017-03-28T05,7.899,0.7402498237505262
IST,2017-03-28T05,7.9,0.7393438004478743
IST,2017-03-28T05,7.901,0.7382140266666648
IST,2017-03-28T05,7.902,0.7364960873814659
IST,2017-03-28T05,7.903,0.7359540990469374
IST,2017-03-28T05,7.904,0.7334158452810258
IST,2017-03-28T05,7.905,0.7286716155966169
IST,2017-03-28T05,7.906,0.7223983255272376
IST,2017-03-28T05,7.907,0.7212593668562471
IST,2017-03-28T05,7.908,0.7158209386206856
IST,2017-03-28T05,7.909,0.7100980686907477
IST,2017-03-28T05,7.91,0.7042388446275496
IST,2017-03-28T05,7.911,0.6989386287188106
IST,2017-03-28T05,7.912,0.6954731473172767
IST,2017-03-28T05,7.913,0.691889510956288
IST,2017-03-28T05,7.914,0.6879041969087615
IST,2017-03-28T05,7.915,0.6834813967435203
IST,2017-03-28T05,7.916,0.678714793384399
IST,2017-03-28T05,7.917,0.6735320412236365
IST,2017-03-28T05,7.918,0.6689991978422204
IST,2017-03-28T05,7.919,0.664897766077393
IST,2017-03-28T05,7.92,0.6618514611511721
IST,2017-03-28T05,7.921,0.659494747741592
IST,2017-03-28T05,7.922,0.6599993487367216
IST,2017-03-28T05,7.923,0.6621259585911033
IST,2017-03-28T05,7.924,0.6641563130248787
IST,2017-03-28T05,7.925,0.6646796680116384
IST,2017-03-28T05,7.926,0.663654178290314
IST,2017-03-28T05,7.927,0.6633865440357917
IST,2017-03-28T05,7.928,0.662227259320089
IST,2017-03-28T05,7.929,0.6599136839435413
IST,2017-03-28T05,7.93,0.6561585428330069
IST,2017-03-28T05,7.931,0.6498202067996383
IST,2017-03-28T05,7.932,0.6409336907198074
IST,2017-03-28T05,7.933,0.6370896641300251
IST,2017-03-28T05,7.934,0.6351473875632033
IST,2017-03-28T05,7.935,0.6343048875875892
IST,2017-03-28T05,7.936,0.6333097576403283
IST,2017-03-28T05,7.937,0.6346489164563694
IST,2017-03-28T05,7.938,0.6372347509155563
IST,2017-03-28T05,7.939,0.640880751361451
IST,2017-03-28T05,7.94,0.6448984698444697
IST,2017-03-28T05,7.941,0.6490621273250742
IST,2017-03-28T05,7.942,0.6532087604367577
IST,2017-03-28T05,7.943,0.6572198165568482
IST,2017-03-28T05,7.944,0.6610083434058794
IST,2017-03-28T05,7.945,0.6645152396601405
IST,2017-03-28T05,7.946,0.6677097882029676
IST,2017-03-28T05,7.947,0.670709532939527
IST,2017-03-28T05,7.948,0.6732257371138304
IST,2017-03-28T05,7.949,0.6755963768032232
IST,2017-03-28T05,7.95,0.6778268305411349
IST,2017-03-28T05,7.951,0.6800193418259287
IST,2017-03-28T05,7.952,0.6822824801524653
IST,2017-03-28T05,7.953,0.6847230009332766
IST,2017-03-28T05,7.954,0.6874817003215169
IST,2017-03-28T05,7.955,0.6906665367217318
IST,2017-03-28T05,7.956,0.6939999137005433
IST,2017-03-28T05,7.957,0.6975323507375034
IST,2017-03-28T05,7.958,0.7012704175903898
IST,2017-03-28T05,7.959,0.7051577092821747
IST,2017-03-28T05,7.96,0.7091184277098497
IST,2017-03-28T05,7.961,0.7130715194800317
IST,2017-03-28T05,7.962,0.7169336243167336
IST,2017-03-28T05,7.963,0.7206161799840065
IST,2017-03-28T05,7.964,0.724020670740655
IST,2017-03-28T05,7.965,0.7270317429048602
IST,2017-03-28T05,7.966,0.7294617836172552
IST,2017-03-28T05,7.967,0.7309495321057082
IST,2017-03-28T05,7.968,0.7310668657810853
IST,2017-03-28T05,7.969,0.7292384457134902
IST,2017-03-28T05,7.97,0.724697160089724
IST,2017-03-28T05,7.971,0.7161278387697498
IST,2017-03-28T05,7.972,0.6988493547607161
IST,2017-03-28T05,7.973,0.6795970174408863
IST,2017-03-28T05,7.974,0.6557119536637668
IST,2017-03-28T05,7.975,0.6371167013013714
IST,2017-03-28T05,7.976,0.6203738256271875
IST,2017-03-28T05,7.977,0.6041257473246815
IST,2017-03-28T05,7.978,0.5862412867008154
IST,2017-03-28T05,7.979,0.56318932870929
IST,2017-03-28T05,7.98,0.5408120790198222
IST,2017-03-28T05,7.981,0.522883148636918
IST,2017-03-28T05,7.982,0.5101883587199694
IST,2017-03-28T05,7.983,0.49576244617826193
IST,2017-03-28T05,7.984,0.4788686947176614
IST,2017-03-28T05,7.985,0.46111869059470795
IST,2017-03-28T05,7.986,0.44322403101464103
IST,2017-03-28T05,7.987,0.4256528808359932
IST,2017-03-28T05,7.988,0.4088145154173811
IST,2017-03-28T05,7.989,0.39287141089296257
IST,2017-03-28T05,7.99,0.3778928992299079
IST,2017-03-28T05,7.991,0.36399533105931947
IST,2017-03-28T05,7.992,0.3511781219491233
IST,2017-03-28T05,7.993,0.3394931903885976
IST,2017-03-28T05,7.994,0.3289384581785606
IST,2017-03-28T05,7.995,0.3194925595319298
IST,2017-03-28T05,7.996,0.3111117620261099
IST,2017-03-28T05,7.997,0.30369762051836846
IST,2017-03-28T05,7.998,0.2968623284513886
IST,2017-03-28T05,7.999,0.29089110849385086
IST,2017-03-28T05,8.0,0.2872469251368825
IST,2017-03-28T05,8.001,0.28494809418670386
IST,2017-03-28T05,8.002,0.2837073779735974
IST,2017-03-28T05,8.003,0.28333728493709104
IST,2017-03-28T05,8.004,0.2836870479369215
IST,2017-03-28T05,8.005,0.28462422310868274
IST,2017-03-28T05,8.006,0.28602971991721743
IST,2017-03-28T05,8.007,0.28779959808362704
IST,2017-03-28T05,8.008,0.28984828743498453
IST,2017-03-28T05,8.009,0.2921371871330258
IST,2017-03-28T05,8.01,0.2945369857913178
IST,2017-03-28T05,8.011,0.2970334711875414
IST,2017-03-28T05,8.012,0.2995477934851975
IST,2017-03-28T05,8.013,0.302453958438838
IST,2017-03-28T05,8.014,0.3055402582428779
IST,2017-03-28T05,8.015,0.3087578962365809
IST,2017-03-28T05,8.016,0.3120298009311276
IST,2017-03-28T05,8.017,0.31560519410659293
IST,2017-03-28T05,8.018,0.318850289199712
IST,2017-03-28T05,8.019,0.32224086190116924
IST,2017-03-28T05,8.02,0.32585538840387696
IST,2017-03-28T05,8.021,0.32947998609012996
IST,2017-03-28T05,8.022,0.3331476960684803
IST,2017-03-28T05,8.023,0.3368383448751606
IST,2017-03-28T05,8.024,0.3405210408748647
IST,2017-03-28T05,8.025,0.34400749678111514
IST,2017-03-28T05,8.026,0.34759233139399
IST,2017-03-28T05,8.027,0.3511817319864891
IST,2017-03-28T05,8.028,0.3545187058037828
IST,2017-03-28T05,8.029,0.3585212425841801
IST,2017-03-28T05,8.03,0.36264739000065804
IST,2017-03-28T05,8.031,0.3667293157662418
IST,2017-03-28T05,8.032,0.3716441820084472
IST,2017-03-28T05,8.033,0.38085347907131223
IST,2017-03-28T05,8.034,0.38932464978164233
IST,2017-03-28T05,8.035,0.3940833673511894
IST,2017-03-28T05,8.036,0.4022754868160455
IST,2017-03-28T05,8.037,0.4137011981841319
IST,2017-03-28T05,8.038,0.4270863922386865
IST,2017-03-28T05,8.039,0.4421812276311669
IST,2017-03-28T05,8.04,0.4590573454099437
IST,2017-03-28T05,8.041,0.47815233768958304
IST,2017-03-28T05,8.042,0.5010336261896366
IST,2017-03-28T05,8.043,0.5259920082621599
IST,2017-03-28T05,8.044,0.5553893673254678
IST,2017-03-28T05,8.045,0.5860356018793752
IST,2017-03-28T05,8.046,0.6034656695149564
IST,2017-03-28T05,8.047,0.608017366221321
IST,2017-03-28T05,8.048,0.6114726113304252
IST,2017-03-28T05,8.049,0.6176268046908504
IST,2017-03-28T05,8.05,0.6238794638129833
IST,2017-03-28T05,8.051,0.6298531209823
IST,2017-03-28T05,8.052,0.6355712428277184
IST,2017-03-28T05,8.053,0.6412828791240137
IST,2017-03-28T05,8.054,0.647572850184077
IST,2017-03-28T05,8.055,0.655939522365021
IST,2017-03-28T05,8.056,0.6711922727944089
IST,2017-03-28T05,8.057,0.6869210865973314
IST,2017-03-28T05,8.058,0.6825368541796393
IST,2017-03-28T05,8.059,0.6763606039413939
IST,2017-03-28T05,8.06,0.6643168949031046
IST,2017-03-28T05,8.061,0.6449313751828224
IST,2017-03-28T05,8.062,0.6382858212995531
IST,2017-03-28T05,8.063,0.635581834054213
IST,2017-03-28T05,8.064,0.6352586473708447
IST,2017-03-28T05,8.065,0.6370762736258954
IST,2017-03-28T05,8.066,0.6415654057382107
IST,2017-03-28T05,8.067,0.645685464445489
IST,2017-03-28T05,8.068,0.6500745462811346
IST,2017-03-28T05,8.069,0.6549486691838835
IST,2017-03-28T05,8.07,0.6604346931520902
IST,2017-03-28T05,8.071,0.6666268490458348
IST,2017-03-28T05,8.072,0.6736400176929165
IST,2017-03-28T05,8.073,0.6816549612857437
IST,2017-03-28T05,8.074,0.690942644402056
IST,2017-03-28T05,8.075,0.7019177021211646
IST,2017-03-28T05,8.076,0.7152726454503532
IST,2017-03-28T05,8.077,0.7325988830706688
IST,2017-03-28T05,8.078,0.7587848423434601
IST,2017-03-28T05,8.079,0.7831195405664501
IST,2017-03-28T05,8.08,0.7993226956847427
IST,2017-03-28T05,8.081,0.812258130815056
IST,2017-03-28T05,8.082,0.8230316340242143
IST,2017-03-28T05,8.083,0.8321022969356788
IST,2017-03-28T05,8.084,0.8396666440283314
IST,2017-03-28T05,8.085,0.8458660807069084
IST,2017-03-28T05,8.086,0.8508314366134727
IST,2017-03-28T05,8.087,0.8547057240434733
IST,2017-03-28T05,8.088,0.8576495545312114
IST,2017-03-28T05,8.089,0.8598306017118819
IST,2017-03-28T05,8.09,0.8614083402682688
IST,2017-03-28T05,8.091,0.8625221016655692
IST,2017-03-28T05,8.092,0.86327342687221
IST,2017-03-28T05,8.093,0.8637012736132254
IST,2017-03-28T05,8.094,0.8638087983721006
IST,2017-03-28T05,8.095,0.8633102722295934
IST,2017-03-28T05,8.096,0.8627885327593231
IST,2017-03-28T05,8.097,0.8619516275463546
IST,2017-03-28T05,8.098,0.8607902655152456
IST,2017-03-28T05,8.099,0.859294592397419
IST,2017-03-28T05,8.1,0.8574488699858882
IST,2017-03-28T05,8.101,0.8552274644160877
IST,2017-03-28T05,8.102,0.8526051294431349
IST,2017-03-28T05,8.103,0.8495559716168519
IST,2017-03-28T05,8.104,0.8460342124178583
IST,2017-03-28T05,8.105,0.8419949938502047
IST,2017-03-28T05,8.106,0.8374293173865742
IST,2017-03-28T05,8.107,0.8323721117625407
IST,2017-03-28T05,8.108,0.8269008720092856
IST,2017-03-28T05,8.109,0.8211336370210068
IST,2017-03-28T05,8.11,0.815228856625786
IST,2017-03-28T05,8.111,0.809463945437712
IST,2017-03-28T05,8.112,0.8035265815751111
IST,2017-03-28T05,8.113,0.7984347171627705
IST,2017-03-28T05,8.114,0.7937353424284005
IST,2017-03-28T05,8.115,0.789545805106
IST,2017-03-28T05,8.116,0.7859902503758405
IST,2017-03-28T05,8.117,0.7833884541655731
IST,2017-03-28T05,8.118,0.7820886339025858
IST,2017-03-28T05,8.119,0.7821893645801928
IST,2017-03-28T05,8.12,0.7828159952472116
IST,2017-03-28T05,8.121,0.7839940658964861
IST,2017-03-28T05,8.122,0.7851017313341475
IST,2017-03-28T05,8.123,0.7866937720152214
IST,2017-03-28T05,8.124,0.7887097163096746
IST,2017-03-28T05,8.125,0.7908976892750463
IST,2017-03-28T05,8.126,0.7931850679600622
IST,2017-03-28T05,8.127,0.795536535396538
IST,2017-03-28T05,8.128,0.7984939253969964
IST,2017-03-28T05,8.129,0.8006823495429208
IST,2017-03-28T05,8.13,0.8026502102569504
IST,2017-03-28T05,8.131,0.8051000468976771
IST,2017-03-28T05,8.132,0.808133019678536
IST,2017-03-28T05,8.133,0.8124872966262402
IST,2017-03-28T05,8.134,0.8200348388528512
IST,2017-03-28T05,8.135,0.8342554641622866
IST,2017-03-28T05,8.136,0.8464798892954908
IST,2017-03-28T05,8.137,0.8568725396336783
IST,2017-03-28T05,8.138,0.8648223573823616
IST,2017-03-28T05,8.139,0.8697794316083208
IST,2017-03-28T05,8.14,0.8728960219998614
IST,2017-03-28T05,8.141,0.8747864175568141
IST,2017-03-28T05,8.142,0.8755748084232619
IST,2017-03-28T05,8.143,0.876003156995088
IST,2017-03-28T05,8.144,0.8756791125403808
IST,2017-03-28T05,8.145,0.8751984650531399
IST,2017-03-28T05,8.146,0.8804749471270128
IST,2017-03-28T05,8.147,0.8844944279758972
IST,2017-03-28T05,8.148,0.8864041432857268
IST,2017-03-28T05,8.149,0.887276351255262
IST,2017-03-28T05,8.15,0.8875147395837117
IST,2017-03-28T05,8.151,0.8874043889611518
IST,2017-03-28T05,8.152,0.8869584591050439
IST,2017-03-28T05,8.153,0.8861723585854908
IST,2017-03-28T05,8.154,0.8849029114789521
IST,2017-03-28T05,8.155,0.8833779681818932
IST,2017-03-28T05,8.156,0.8811097553696388
IST,2017-03-28T05,8.157,0.8787054907680589
IST,2017-03-28T05,8.158,0.8750172318689098
IST,2017-03-28T05,8.159,0.8708498890033672
IST,2017-03-28T05,8.16,0.8662870825491111
IST,2017-03-28T05,8.161,0.8610044282600281
IST,2017-03-28T05,8.162,0.8545193396888372
IST,2017-03-28T05,8.163,0.8458156733857467
IST,2017-03-28T05,8.164,0.8325911271154779
IST,2017-03-28T05,8.165,0.8240985008630451
IST,2017-03-28T05,8.166,0.8180869402156509
IST,2017-03-28T05,8.167,0.8145119274561932
IST,2017-03-28T05,8.168,0.811101939242274
IST,2017-03-28T05,8.169,0.8071856199187131
IST,2017-03-28T05,8.17,0.8034425911949507
IST,2017-03-28T05,8.171,0.7996879894875193
IST,2017-03-28T05,8.172,0.7956820735307863
IST,2017-03-28T05,8.173,0.7914204264771657
IST,2017-03-28T05,8.174,0.7869534540636859
IST,2017-03-28T05,8.175,0.7828655499171945
IST,2017-03-28T05,8.176,0.7772783679538124
IST,2017-03-28T05,8.177,0.7705661665950896
IST,2017-03-28T05,8.178,0.762951306875741
IST,2017-03-28T05,8.179,0.7543363160844461
IST,2017-03-28T05,8.18,0.7444996487251311
IST,2017-03-28T05,8.181,0.7327794953909449
IST,2017-03-28T05,8.182,0.7180106760748579
IST,2017-03-28T05,8.183,0.7061692388040544
IST,2017-03-28T05,8.184,0.6953233459061463
IST,2017-03-28T05,8.185,0.6855545509135235
IST,2017-03-28T05,8.186,0.6760802546037897
IST,2017-03-28T05,8.187,0.667735082954273
IST,2017-03-28T05,8.188,0.6633175349908144
IST,2017-03-28T05,8.189,0.6553683912760554
IST,2017-03-28T05,8.19,0.6441941803403797
IST,2017-03-28T05,8.191,0.6302747126493862
IST,2017-03-28T05,8.192,0.6132591364772603
IST,2017-03-28T05,8.193,0.5924929746777177
IST,2017-03-28T05,8.194,0.5658946077113768
IST,2017-03-28T05,8.195,0.5295596189767661
IST,2017-03-28T05,8.196,0.47433357869437254
IST,2017-03-28T05,8.197,0.42774246930974236
IST,2017-03-28T05,8.198,0.3785950417683887
IST,2017-03-28T05,8.199,0.31491935491243966
IST,2017-03-28T05,8.2,0.2673735453788942
IST,2017-03-28T05,8.201,0.2284657320202787
IST,2017-03-28T05,8.202,0.19635076804646245
IST,2017-03-28T05,8.203,0.17044199417286957
IST,2017-03-28T05,8.204,0.15212725972421084
IST,2017-03-28T05,8.205,0.14113805240970564
IST,2017-03-28T05,8.206,0.13852004439148888
IST,2017-03-28T05,8.207,0.1438307536206707
IST,2017-03-28T05,8.208,0.15927140180850508
IST,2017-03-28T05,8.209,0.18969823704834582
IST,2017-03-28T05,8.21,0.209407460157915
IST,2017-03-28T05,8.211,0.2270882110462706
IST,2017-03-28T05,8.212,0.2441819624766904
IST,2017-03-28T05,8.213,0.26030023266578295
IST,2017-03-28T05,8.214,0.27535139389717717
IST,2017-03-28T05,8.215,0.28921290199241056
IST,2017-03-28T05,8.216,0.3018659127775148
IST,2017-03-28T05,8.217,0.31261406453646345
IST,2017-03-28T05,8.218,0.32116460003229885
IST,2017-03-28T05,8.219,0.33226094307134013
IST,2017-03-28T05,8.22,0.3443845088763564
IST,2017-03-28T05,8.221,0.3576791504745991
IST,2017-03-28T05,8.222,0.37297303973775037
IST,2017-03-28T05,8.223,0.39525062375563047
IST,2017-03-28T05,8.224,0.4127156603300991
IST,2017-03-28T05,8.225,0.42477059082088947
IST,2017-03-28T05,8.226,0.43408027350313505
IST,2017-03-28T05,8.227,0.4414972027447496
IST,2017-03-28T05,8.228,0.4473752180092981
IST,2017-03-28T05,8.229,0.4519514756434097
IST,2017-03-28T05,8.23,0.4549092189726796
IST,2017-03-28T05,8.231,0.4574881142075316
IST,2017-03-28T05,8.232,0.45956879841396286
IST,2017-03-28T05,8.233,0.45989546809199994
IST,2017-03-28T05,8.234,0.46026554685162585
IST,2017-03-28T05,8.235,0.45947921458282404
IST,2017-03-28T05,8.236,0.4589130985890661
IST,2017-03-28T05,8.237,0.4573619821273187
IST,2017-03-28T05,8.238,0.45496959871520365
IST,2017-03-28T05,8.239,0.45470545329281725
IST,2017-03-28T05,8.24,0.4573939507040113
IST,2017-03-28T05,8.241,0.458650489976547
IST,2017-03-28T05,8.242,0.45952574899860466
IST,2017-03-28T05,8.243,0.46089472473512444
IST,2017-03-28T05,8.244,0.46322649538284627
IST,2017-03-28T05,8.245,0.46708870658584273
IST,2017-03-28T05,8.246,0.47376691676854565
IST,2017-03-28T05,8.247,0.48676683137955784
IST,2017-03-28T05,8.248,0.5108518437228174
IST,2017-03-28T05,8.249,0.5163917559678786
IST,2017-03-28T05,8.25,0.5116898559247437
IST,2017-03-28T05,8.251,0.4977582622070887
IST,2017-03-28T05,8.252,0.4730461419348175
IST,2017-03-28T05,8.253,0.43609261273394523
IST,2017-03-28T05,8.254,0.39669593268888076
IST,2017-03-28T05,8.255,0.3502578444161677
IST,2017-03-28T05,8.256,0.3133848886839145
IST,2017-03-28T05,8.257,0.2739169233832624
IST,2017-03-28T05,8.258,0.24782477052891455
IST,2017-03-28T05,8.259,0.22826016671013166
IST,2017-03-28T05,8.26,0.21276990116830527
IST,2017-03-28T05,8.261,0.20017744977979113
IST,2017-03-28T05,8.262,0.1898275287449972
IST,2017-03-28T05,8.263,0.18130987542137872
IST,2017-03-28T05,8.264,0.17407656483510092
IST,2017-03-28T05,8.265,0.1669404442840401
IST,2017-03-28T05,8.266,0.16462871640804516
IST,2017-03-28T05,8.267,0.16652433943576203
IST,2017-03-28T05,8.268,0.17083618859151492
IST,2017-03-28T05,8.269,0.17688878277008072
IST,2017-03-28T05,8.27,0.18446933013520636
IST,2017-03-28T05,8.271,0.19345188774472183
IST,2017-03-28T05,8.272,0.20378771062195458
IST,2017-03-28T05,8.273,0.21563057088147386
IST,2017-03-28T05,8.274,0.22996115134070577
IST,2017-03-28T05,8.275,0.24692780938702377
IST,2017-03-28T05,8.276,0.2616193339425226
IST,2017-03-28T05,8.277,0.27575580717625414
IST,2017-03-28T05,8.278,0.2909684522883305
IST,2017-03-28T05,8.279,0.3100983736998817
IST,2017-03-28T05,8.28,0.3252043611359167
IST,2017-03-28T05,8.281,0.3374675291480642
IST,2017-03-28T05,8.282,0.34662613528530417
IST,2017-03-28T05,8.283,0.35335006473041797
IST,2017-03-28T05,8.284,0.3599694125000963
IST,2017-03-28T05,8.285,0.36687046525400424
IST,2017-03-28T05,8.286,0.3734063141371388
IST,2017-03-28T05,8.287,0.3792900241561286
IST,2017-03-28T05,8.288,0.38458521419306096
IST,2017-03-28T05,8.289,0.3894599755517659
IST,2017-03-28T05,8.29,0.3940867066675605
IST,2017-03-28T05,8.291,0.398620683095171
IST,2017-03-28T05,8.292,0.4031876472751015
IST,2017-03-28T05,8.293,0.4078852451679658
IST,2017-03-28T05,8.294,0.41279193130825426
IST,2017-03-28T05,8.295,0.41797447522659764
IST,2017-03-28T05,8.296,0.42349460072688305
IST,2017-03-28T05,8.297,0.42941595723787984
IST,2017-03-28T05,8.298,0.43604097779953593
IST,2017-03-28T05,8.299,0.44327894341362273
IST,2017-03-28T05,8.3,0.45128133709497487
IST,2017-03-28T05,8.301,0.4605537248139117
IST,2017-03-28T05,8.302,0.4723775496260793
IST,2017-03-28T05,8.303,0.48655956570257297
IST,2017-03-28T05,8.304,0.4971298538189645
IST,2017-03-28T05,8.305,0.5057579242973977
IST,2017-03-28T05,8.306,0.512083889202388
IST,2017-03-28T05,8.307,0.5157391657034652
IST,2017-03-28T05,8.308,0.5162285672684482
IST,2017-03-28T05,8.309,0.5128865940717587
IST,2017-03-28T05,8.31,0.504971231151152
IST,2017-03-28T05,8.311,0.488887173073821
IST,2017-03-28T05,8.312,0.48094772424410875
IST,2017-03-28T05,8.313,0.4808385156803373
IST,2017-03-28T05,8.314,0.4858746028167264
IST,2017-03-28T05,8.315,0.49583199710747305
IST,2017-03-28T05,8.316,0.5134850286888107
IST,2017-03-28T05,8.317,0.5440132533574004
IST,2017-03-28T05,8.318,0.5672617930678138
IST,2017-03-28T05,8.319,0.5851682413636813
IST,2017-03-28T05,8.32,0.5997199783491078
IST,2017-03-28T05,8.321,0.6114094209082297
IST,2017-03-28T05,8.322,0.620865286564944
IST,2017-03-28T05,8.323,0.6282871636533357
IST,2017-03-28T05,8.324,0.6337550074835608
IST,2017-03-28T05,8.325,0.6374843284149404
IST,2017-03-28T05,8.326,0.6396619209970797
IST,2017-03-28T05,8.327,0.6405365398659498
IST,2017-03-28T05,8.328,0.6400686281239326
IST,2017-03-28T05,8.329,0.638404806231365
IST,2017-03-28T05,8.33,0.6355989379250605
IST,2017-03-28T05,8.331,0.6317042067485433
IST,2017-03-28T05,8.332,0.6268419193331395
IST,2017-03-28T05,8.333,0.620866042134863
IST,2017-03-28T05,8.334,0.6133853220891198
IST,2017-03-28T05,8.335,0.6036661343869594
IST,2017-03-28T05,8.336,0.5882655860490541
IST,2017-03-28T05,8.337,0.5768760958925514
IST,2017-03-28T05,8.338,0.5685849529650355
IST,2017-03-28T05,8.339,0.5617177752699329
IST,2017-03-28T05,8.34,0.5563205636945808
IST,2017-03-28T05,8.341,0.5520514291961973
IST,2017-03-28T05,8.342,0.548604009214004
IST,2017-03-28T05,8.343,0.5460227630454542
IST,2017-03-28T05,8.344,0.5442071445705554
IST,2017-03-28T05,8.345,0.5429892461135046
IST,2017-03-28T05,8.346,0.5420710547219594
IST,2017-03-28T05,8.347,0.541249563469067
IST,2017-03-28T05,8.348,0.5407108069112483
IST,2017-03-28T05,8.349,0.5401734722680703
IST,2017-03-28T05,8.35,0.5393850453012617
IST,2017-03-28T05,8.351,0.5381575603373098
IST,2017-03-28T05,8.352,0.5364668939633129
IST,2017-03-28T05,8.353,0.534440623747882
IST,2017-03-28T05,8.354,0.5328427848356528
IST,2017-03-28T05,8.355,0.5316272902411824
IST,2017-03-28T05,8.356,0.5302880531095917
IST,2017-03-28T05,8.357,0.528804278043806
IST,2017-03-28T05,8.358,0.5272146564194699
IST,2017-03-28T05,8.359,0.5254800006915261
IST,2017-03-28T05,8.36,0.5238632391516888
IST,2017-03-28T05,8.361,0.5224098328551297
IST,2017-03-28T05,8.362,0.521365279384287
IST,2017-03-28T05,8.363,0.5208790120952185
IST,2017-03-28T05,8.364,0.5212887809030795
IST,2017-03-28T05,8.365,0.5226716684690431
IST,2017-03-28T05,8.366,0.5257754677306317
IST,2017-03-28T05,8.367,0.532088074467969
IST,2017-03-28T05,8.368,0.545390336322931
IST,2017-03-28T05,8.369,0.5532535754996059
IST,2017-03-28T05,8.37,0.5519000383124747
IST,2017-03-28T05,8.371,0.5518147626226587
IST,2017-03-28T05,8.372,0.5533958414022752
IST,2017-03-28T05,8.373,0.5554357959528836
IST,2017-03-28T05,8.374,0.5571573376071793
IST,2017-03-28T05,8.375,0.5586573633113943
IST,2017-03-28T05,8.376,0.5594853298632181
IST,2017-03-28T05,8.377,0.5601921824165658
IST,2017-03-28T05,8.378,0.5605259452864475
IST,2017-03-28T05,8.379,0.5600234487460278
IST,2017-03-28T05,8.38,0.5592557829029126
IST,2017-03-28T05,8.381,0.5575230919016426
IST,2017-03-28T05,8.382,0.5549194503552047
IST,2017-03-28T05,8.383,0.551400602259094
IST,2017-03-28T05,8.384,0.546611624876261
IST,2017-03-28T05,8.385,0.5390396448688419
IST,2017-03-28T05,8.386,0.5347689146653357
IST,2017-03-28T05,8.387,0.5316698867916159
IST,2017-03-28T05,8.388,0.5291060825861832
IST,2017-03-28T05,8.389,0.526983300115265
IST,2017-03-28T05,8.39,0.5254364124542243
IST,2017-03-28T05,8.391,0.5238996179757773
IST,2017-03-28T05,8.392,0.5227432903695062
IST,2017-03-28T05,8.393,0.5214350932706235
IST,2017-03-28T05,8.394,0.5212692516814189
IST,2017-03-28T05,8.395,0.5222495033163265
IST,2017-03-28T05,8.396,0.5244414878270256
IST,2017-03-28T05,8.397,0.5283270309113748
IST,2017-03-28T05,8.398,0.5347994732327731
IST,2017-03-28T05,8.399,0.5466628892392263
IST,2017-03-28T05,8.4,0.5769319581025659
IST,2017-03-28T05,8.401,0.581778611949561
IST,2017-03-28T05,8.402,0.5784954318603438
IST,2017-03-28T05,8.403,0.572957213790522
IST,2017-03-28T05,8.404,0.5666251752489229
IST,2017-03-28T05,8.405,0.5601111895216846
IST,2017-03-28T05,8.406,0.5537260632727918
IST,2017-03-28T05,8.407,0.5475768868925464
IST,2017-03-28T05,8.408,0.5416882544637835
IST,2017-03-28T05,8.409,0.5360925899795557
IST,2017-03-28T05,8.41,0.5311319984273325
IST,2017-03-28T05,8.411,0.5266282712575879
IST,2017-03-28T05,8.412,0.5225572766775806
IST,2017-03-28T05,8.413,0.5188676172532496
IST,2017-03-28T05,8.414,0.5154960163726108
IST,2017-03-28T05,8.415,0.5123645555361467
IST,2017-03-28T05,8.416,0.5093981133012545
IST,2017-03-28T05,8.417,0.5065107830306349
IST,2017-03-28T05,8.418,0.5035748705308368
IST,2017-03-28T05,8.419,0.5004815277733178
IST,2017-03-28T05,8.42,0.4970990095337195
IST,2017-03-28T05,8.421,0.493241242417131
IST,2017-03-28T05,8.422,0.48867101738552926
IST,2017-03-28T05,8.423,0.4830517056557965
IST,2017-03-28T05,8.424,0.47573904722502464
IST,2017-03-28T05,8.425,0.463677907751315
IST,2017-03-28T05,8.426,0.45456769221648347
IST,2017-03-28T05,8.427,0.4478948266761359
IST,2017-03-28T05,8.428,0.441576789305339
IST,2017-03-28T05,8.429,0.43418179890927844
IST,2017-03-28T05,8.43,0.42184247091575766
