quantity,N,mean,median,std,q05,q25,q75,q95
vector_rms_nT,2502,0.0018447482005294108,0.0011425219940332612,0.0012628036025847974,0.0006971939467159554,0.0009400130570016744,0.003249327801569943,0.004001018571084942
phase_plv,2502,0.3239447586084295,0.3504502797107402,0.1828134258144498,0.0478885984406409,0.14825075696873943,0.47627750423513493,0.5952106548567162
mean_phase_difference_deg,2502,-89.06038054123624,-99.02213396446152,53.90167461166446,-146.04411793544747,-124.499976531431,-70.08817807350955,7.707668155250133
pca_minor_major_ratio,2502,0.5570668160914988,0.6179650473691967,0.2394720766387356,0.20614752053851348,0.2948657371548432,0.7496270733860855,0.8919390118548399
pca_major_axis_deg,2502,-1.107893620778778,-12.065993595595245,59.87689530728708,-89.39133266568484,-40.06651964597619,57.43981031434861,89.52657091461897
polarization_orientation_deg,2502,-1.107893631045101,-12.065993964474295,59.87689531836544,-89.3913326656731,-40.06651974403324,57.43981077058764,89.52657094833292
ellipticity_angle_deg,2502,8.485657148108993,9.657157485413535,6.125223373294662,2.0010732995905583e-05,2.0369909770562122,13.662689617262245,17.405530267993697
ellipticity_ratio,2502,0.1519745076776595,0.17016364003969842,0.10859393537183541,0.00517155201232381,0.03597308084412733,0.2430839465817795,0.3134870077997964
