Station,Usable_Hourly_Windows,Valid_Hourly_WCenters,Search_Min_Hz,Search_Max_Hz,Frequency_Step_Hz,Bandpass_Width_Hz,Aggregate_Peak_Mean_PLV_Hz,Aggregate_Peak_Mean_PLV,Aggregate_Peak_Median_PLV_Hz,Aggregate_Peak_Median_PLV,Weighted_Center_Mean_Profile_Hz,Weighted_Center_Median_Profile_Hz,Hourly_Peak_Mean_Hz,Hourly_Peak_Median_Hz,Hourly_Peak_MAD_Hz,Hourly_Peak_STD_Hz,Hourly_Peak_Q05_Hz,Hourly_Peak_Q95_Hz,Hourly_WCenter_Mean_Hz,Hourly_WCenter_Median_Hz,Hourly_WCenter_MAD_Hz,Hourly_WCenter_STD_Hz,Hourly_WCenter_Q05_Hz,Hourly_WCenter_Q95_Hz
PINA,24,23,6.8,8.4,0.001,0.1,7.705,0.5986611636252155,7.724,0.6474940664454747,7.533167564155129,7.53174314708133,7.589541666666666,7.6705000000000005,0.37500000000000044,0.4277437244900032,7.02905,8.2341,7.584724614030281,7.5803595158239565,0.036281816815578516,0.04803544157695398,7.515507905245686,7.67358490978146
