Station,UTC_Hour,Pair,Frequency_Hz,PLV,Hour_Threshold,Passed
IST,2017-03-28T00,H-D,1.119,0.28034200057995795,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.12,0.2785220734693765,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.121,0.2768473337262429,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.122,0.27522280085877254,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.123,0.2736617925664673,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.124,0.27216437455406095,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.125,0.27072800278284115,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.126,0.26935157878791316,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.127,0.26803633522102105,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.128,0.26678286671465357,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.129,0.2656401197503843,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.13,0.264745217182711,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.131,0.26335761383222095,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.132,0.26211628171688955,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.133,0.26083416101872414,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.134,0.2595413199274727,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.135,0.258240950833935,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.136,0.2569335314742049,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.137,0.25561885232516923,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.138,0.2542961993041757,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.139,0.2529643009805863,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.14,0.2516213380542031,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.141,0.2502649013583401,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.142,0.24889186576365105,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.143,0.24749814813577775,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.144,0.24607826539137975,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.145,0.24462449212731954,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.146,0.24312509294577,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.147,0.24156004856692542,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.148,0.23988788512246864,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.149,0.2379282104764872,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.15,0.23599124784077208,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.151,0.23438161092047327,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.152,0.23290333503825464,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.153,0.2315099585532797,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.154,0.2301802928006731,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.155,0.22890131383997486,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.156,0.22766393840829377,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.157,0.22646160704792037,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.158,0.22529577829093161,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.159,0.2236395225614453,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.16,0.22250625229588109,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.161,0.22138985942716827,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.162,0.22028553220076205,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.163,0.21918955644518928,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.164,0.21809844333725945,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.165,0.2170087648964042,0.3742586419530446,0
IST,2017-03-28T00,H-D,1.166,0.21591705432614128,0.3742586419530446,0
