Station,UTC_Hour,Pair,Frequency_Hz,PLV,Hour_Threshold,Passed
IST,2017-03-28T03,H-D,4.008,0.11318233489219935,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.009,0.11317812148322681,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.01,0.11309229355543764,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.011,0.11288812291258878,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.012,0.11237689499169627,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.013,0.11184823828284018,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.014,0.11164776707449373,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.015,0.1115354645826511,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.016,0.11148154941974574,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.017,0.11146633089080812,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.018,0.11147544270304248,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.019,0.11149722997499897,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.02,0.11152095169724913,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.021,0.11153518575614199,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.022,0.11152538949000669,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.023,0.11146836467030209,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.024,0.11132761526377138,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.025,0.11072575107211745,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.026,0.11058795815923839,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.027,0.11064252427370587,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.028,0.11085983787591934,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.029,0.11163245788119998,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.03,0.11238769519620215,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.031,0.11266967832822879,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.032,0.1129598339301567,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.033,0.11315667540854908,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.034,0.11310025921870545,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.035,0.11306209114797615,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.036,0.11303297327690241,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.037,0.11285843275897205,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.038,0.11309567717285889,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.039,0.11334605813254876,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.04,0.11358714020183358,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.041,0.11384359632380653,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.042,0.11412560454729138,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.043,0.1144388458018451,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.044,0.11478828625154891,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.045,0.11517937798050774,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.046,0.11561853291045662,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.047,0.11611327105631032,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.048,0.11667211691454474,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.049,0.11730441286269011,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.05,0.11802051886299043,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.051,0.11883305761618437,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.052,0.11976002386213576,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.053,0.12083278945489236,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.054,0.12214495871319535,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.055,0.12390124112899416,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.056,0.12546275131467916,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.057,0.1267727601816337,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.058,0.12805194668327097,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.059,0.1294844915952889,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.06,0.1309966695549695,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.061,0.13198185273888036,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.062,0.13278012890197277,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.063,0.1334633306196962,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.064,0.13407127771287244,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.065,0.13463055360973256,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.066,0.13516162049701502,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.067,0.13568252551986285,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.068,0.1362122504035435,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.069,0.1367775613373155,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.07,0.13743357388556768,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.071,0.13843912618796256,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.072,0.139208737138518,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.073,0.13965948148360183,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.074,0.13991344203046266,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.075,0.139927653238585,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.076,0.13975673680684003,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.077,0.1393719144428498,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.078,0.13925672441229378,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.079,0.1393310463691053,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.08,0.13949609139297983,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.081,0.13973341163941244,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.082,0.14002748370503773,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.083,0.14037050551673128,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.084,0.14075839792699227,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.085,0.14118971740197245,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.086,0.14166534440422168,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.087,0.14218884538901086,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.088,0.14276788553133757,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.089,0.14341968681253664,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.09,0.14419866239337256,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.091,0.1451585423279604,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.092,0.14641105921713188,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.093,0.14711521842539832,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.094,0.14782289076370345,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.095,0.14843994162791618,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.096,0.14895726828478578,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.097,0.14937663815524363,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.098,0.1497075487309641,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.099,0.14995637094890327,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.1,0.15012331466542708,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.101,0.1502045617920825,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.102,0.1501943746543469,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.103,0.1500864463446126,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.104,0.1498766407498058,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.105,0.1495417246379425,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.106,0.14910651650275436,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.107,0.1482432017785743,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.108,0.14761896107750674,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.109,0.1470698346321914,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.11,0.1464799562239834,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.111,0.14583445506251758,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.112,0.1455653984263623,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.113,0.14542608975332455,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.114,0.14537011607176198,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.115,0.14537470372879413,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.116,0.14543084621475946,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.117,0.1455336363040122,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.118,0.14567861606148905,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.119,0.14586092601722822,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.12,0.14607836944626842,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.121,0.14632879428983073,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.122,0.14658394924214777,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.123,0.14684920363813248,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.124,0.1472154098378851,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.125,0.14730734990975397,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.126,0.14760708571188355,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.127,0.1478296231724547,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.128,0.1483026951214225,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.129,0.14875203151546962,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.13,0.1492795128322657,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.131,0.14983903921351055,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.132,0.15044325532959377,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.133,0.15108492817077485,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.134,0.15176064262053068,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.135,0.15247772761697093,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.136,0.15321841722417937,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.137,0.15400722875184875,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.138,0.15480335287219033,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.139,0.15567735511821282,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.14,0.1564971526440415,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.141,0.15748035265502658,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.142,0.1582749596561476,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.143,0.15936640200988772,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.144,0.16013438679162892,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.145,0.161286778124592,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.146,0.16218352548954315,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.147,0.16323188784182613,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.148,0.164284259463067,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.149,0.16517841517441592,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.15,0.16628967069776215,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.151,0.167196809390962,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.152,0.16831861429983092,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.153,0.1692684824893362,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.154,0.17037451852504826,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.155,0.17137177510143584,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.156,0.17244666532835226,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.157,0.17348328999549292,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.158,0.1745482019129377,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.159,0.17560788953935355,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.16,0.1766675855238703,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.161,0.17774911667398113,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.162,0.17881878599252224,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.163,0.1799390158420768,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.164,0.18101177925125742,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.165,0.18220780517416274,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.166,0.1833078488819104,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.167,0.18461689791922845,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.168,0.1860738432957715,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.169,0.1876904154541866,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.17,0.18911146571502985,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.171,0.19038253766176064,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.172,0.19103321656163588,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.173,0.19201901831368612,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.174,0.19292545198853095,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.175,0.19331345111036405,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.176,0.19397438357413477,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.177,0.1946066378629216,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.178,0.19516172274565827,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.179,0.19516591062219643,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.18,0.19557097112361413,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.181,0.19587862806337517,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.182,0.19601192417613839,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.183,0.1960030906401763,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.184,0.19607395053622065,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.185,0.1961017185705732,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.186,0.1960463373140178,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.187,0.195919038536737,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.188,0.19575129607328665,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.189,0.1955589804677885,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.19,0.195348081438483,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.191,0.19513380580282658,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.192,0.19494579677865906,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.193,0.19482757852708815,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.194,0.1948327257207806,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.195,0.1950134565211745,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.196,0.1954017834938117,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.197,0.19599621446119428,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.198,0.1967687156205702,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.199,0.19768855427541335,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.2,0.19874949343186998,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.201,0.2000043543539114,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.202,0.20199150202441507,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.203,0.20336097651336593,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.204,0.20439065576125917,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.205,0.2052196251828772,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.206,0.20591647423521223,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.207,0.2065182699299236,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.208,0.20704920742479965,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.209,0.20752729303750134,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.21,0.20796748390523553,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.211,0.20838369046525185,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.212,0.2087907577007497,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.213,0.2092081064577672,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.214,0.20967023003840493,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.215,0.2102449235591629,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.216,0.21088430781753664,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.217,0.21126522485802382,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.218,0.21154387217748086,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.219,0.21175752793862726,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.22,0.21192204954171318,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.221,0.21204802969834913,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.222,0.21214352216879534,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.223,0.21221504907030056,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.224,0.21226798795447616,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.225,0.21230653322303555,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.226,0.21233244291047162,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.227,0.2123463615519751,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.228,0.21241881011293076,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.229,0.2127865881113559,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.23,0.21290547815652766,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.231,0.2131195404816595,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.232,0.21342643359999314,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.233,0.21380087091124428,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.234,0.21412714373298655,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.235,0.21461811850124252,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.236,0.21534462507145374,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.237,0.21632637268154162,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.238,0.2177632830665868,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.239,0.21954516789124995,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.24,0.22079550672260637,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.241,0.22186384021268293,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.242,0.22283134724336204,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.243,0.22372669361108577,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.244,0.22456283667324614,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.245,0.22534622000281765,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.246,0.2260792439373275,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.247,0.22676107936515946,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.248,0.22738752203052198,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.249,0.22794963217827438,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.25,0.2284289942340877,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.251,0.2287907690349122,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.252,0.22885145114989572,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.253,0.22890828318678383,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.254,0.22927919625610632,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.255,0.2297536226655755,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.256,0.23030516336636134,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.257,0.23092819391545868,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.258,0.23161841179222795,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.259,0.23237721491528693,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.26,0.23321157874170959,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.261,0.23413462038489471,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.262,0.23516740520864438,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.263,0.23634416517726245,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.264,0.23773435935768283,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.265,0.23970407774786906,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.266,0.241412084207938,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.267,0.24246299862578552,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.268,0.24330227715249025,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.269,0.24395171167224663,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.27,0.2444388593027698,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.271,0.24477723772198334,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.272,0.24497286535236204,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.273,0.24502706955398834,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.274,0.24493812372380638,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.275,0.24470255904825525,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.276,0.24431661969572735,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.277,0.24377806316573905,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.278,0.2430881533411121,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.279,0.24225361804791515,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.28,0.24128885708255754,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.281,0.24021699586435025,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.282,0.2390582052363928,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.283,0.23780773696097704,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.284,0.23667416242129335,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.285,0.23585528231238886,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.286,0.23468572609557933,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.287,0.2335537113644133,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.288,0.23248429370053936,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.289,0.231497834850724,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.29,0.2306134212856536,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.291,0.22990589601972158,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.292,0.22918928515493495,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.293,0.2286602131274401,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.294,0.22782373444751286,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.295,0.22697213840972974,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.296,0.22611525935528617,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.297,0.22526434985773464,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.298,0.2244334840782923,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.299,0.223636863409506,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.3,0.2228880140587034,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.301,0.22218073403383412,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.302,0.22151250629500582,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.303,0.22111828000426526,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.304,0.22102921322219046,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.305,0.22144764141516982,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.306,0.22293365965732867,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.307,0.22346469722198706,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.308,0.22359459345762692,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.309,0.2235165520274735,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.31,0.2233039983013436,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.311,0.22298847712310582,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.312,0.22255203620996108,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.313,0.22193063248298212,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.314,0.22162475225808273,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.315,0.22142394699697437,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.316,0.2212595992894394,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.317,0.2211279402013167,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.318,0.22108932584170485,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.319,0.2212227949636389,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.32,0.2213558706581001,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.321,0.2214850287177114,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.322,0.22162460591515157,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.323,0.22177998276707017,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.324,0.22195465631916267,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.325,0.22215115663434815,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.326,0.22237043598417666,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.327,0.22261507988043086,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.328,0.22288524712026828,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.329,0.22315957512342208,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.33,0.22343644907530152,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.331,0.2237830389079853,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.332,0.2241145675945533,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.333,0.22441223069081753,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.334,0.2248974433264573,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.335,0.22498654267135984,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.336,0.2253294820673581,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.337,0.22542299808235405,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.338,0.22595934783911806,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.339,0.22666526084248798,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.34,0.2274822010766787,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.341,0.22839072332434213,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.342,0.22943474649154463,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.343,0.23063977195477472,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.344,0.2320575960164072,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.345,0.2339020753229001,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.346,0.23570544894385848,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.347,0.23749688526366775,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.348,0.2395263594335576,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.349,0.24159516528151087,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.35,0.24361190467921714,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.351,0.24565221458857614,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.352,0.24774298388260022,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.353,0.24988487500561643,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.354,0.25201190966525383,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.355,0.25437479736753704,0.44965402642723457,0
IST,2017-03-28T03,H-D,4.356,0.25665357930252347,0.44965402642723457,0
