Station,UTC_Hour,Pair,Frequency_Hz,PLV,Score
IST,2017-03-28T12,H-D,2.877,0.679529063414176,6.795290634141759
IST,2017-03-28T12,H-D,2.878,0.6793510200857575,6.793510200857575
IST,2017-03-28T12,H-D,2.879,0.6791300713097296,6.7913007130972955
IST,2017-03-28T12,H-D,2.88,0.6788717237433383,6.788717237433382
IST,2017-03-28T12,H-D,2.881,0.6785780061271186,6.785780061271186
IST,2017-03-28T12,H-D,2.882,0.6782492426557656,6.782492426557656
IST,2017-03-28T12,H-D,2.883,0.6778838312865573,6.778838312865573
IST,2017-03-28T12,H-D,2.884,0.6774768182134961,6.774768182134961
IST,2017-03-28T12,H-D,2.885,0.6770178895114445,6.770178895114444
IST,2017-03-28T12,H-D,2.886,0.6764955438818495,6.764955438818495
IST,2017-03-28T12,H-D,2.887,0.6759220144673971,6.759220144673971
IST,2017-03-28T12,H-D,2.888,0.6753366282870337,6.753366282870337
IST,2017-03-28T12,H-D,2.889,0.6747538723588807,6.747538723588807
IST,2017-03-28T12,H-D,2.89,0.6741632094892028,6.7416320948920285
IST,2017-03-28T12,H-D,4.158,0.6738682161062073,6.738682161062073
IST,2017-03-28T12,H-D,4.159,0.6753553367480435,6.753553367480435
IST,2017-03-28T12,H-D,4.16,0.6769693306889151,6.769693306889151
IST,2017-03-28T12,H-D,4.161,0.6790573225063328,6.790573225063328
IST,2017-03-28T12,H-D,4.162,0.6807174580445609,6.807174580445609
IST,2017-03-28T12,H-D,4.163,0.6821768619748299,6.8217686197482985
IST,2017-03-28T12,H-D,4.164,0.6834843463148006,6.834843463148006
IST,2017-03-28T12,H-D,4.165,0.684687458564242,6.84687458564242
IST,2017-03-28T12,H-D,4.166,0.6858148225878389,6.858148225878389
IST,2017-03-28T12,H-D,4.167,0.6868915008263939,6.868915008263939
IST,2017-03-28T12,H-D,4.168,0.6879525937442194,6.879525937442193
IST,2017-03-28T12,H-D,4.169,0.6890595191351215,6.890595191351215
IST,2017-03-28T12,H-D,4.17,0.6903392857678091,6.903392857678091
IST,2017-03-28T12,H-D,4.171,0.6915619466406608,6.915619466406609
IST,2017-03-28T12,H-D,4.172,0.6925399219693531,6.9253992196935314
IST,2017-03-28T12,H-D,4.173,0.6933723079631054,6.933723079631054
IST,2017-03-28T12,H-D,4.174,0.6941041630510171,6.9410416305101705
IST,2017-03-28T12,H-D,4.175,0.6947549840317833,6.947549840317833
IST,2017-03-28T12,H-D,4.176,0.6953361386171156,6.9533613861711565
IST,2017-03-28T12,H-D,4.177,0.6958553979348567,6.958553979348567
IST,2017-03-28T12,H-D,4.178,0.6963183034071471,6.963183034071471
IST,2017-03-28T12,H-D,4.179,0.6967286981708567,6.9672869817085665
IST,2017-03-28T12,H-D,4.18,0.6970889433250532,6.970889433250532
IST,2017-03-28T12,H-D,4.181,0.6973999724998979,6.973999724998979
IST,2017-03-28T12,H-D,4.182,0.6976612534590858,6.976612534590858
IST,2017-03-28T12,H-D,4.183,0.6978706944875877,6.978706944875876
IST,2017-03-28T12,H-D,4.184,0.6980245056591133,6.980245056591134
IST,2017-03-28T12,H-D,4.185,0.6981169870940778,6.981169870940778
IST,2017-03-28T12,H-D,4.186,0.6981401685960761,6.981401685960761
IST,2017-03-28T12,H-D,4.187,0.6980831616407066,6.980831616407066
IST,2017-03-28T12,H-D,4.188,0.6979309286822429,6.97930928682243
IST,2017-03-28T12,H-D,4.189,0.6976614574364542,6.976614574364542
IST,2017-03-28T12,H-D,4.19,0.6972359527043958,6.972359527043958
IST,2017-03-28T12,H-D,4.191,0.6965569727741333,6.965569727741333
IST,2017-03-28T12,H-D,4.192,0.6955269805461992,6.955269805461992
IST,2017-03-28T12,H-D,4.193,0.6943078995653166,6.943078995653166
IST,2017-03-28T12,H-D,4.194,0.6931400722427107,6.931400722427107
IST,2017-03-28T12,H-D,4.195,0.6922925606947905,6.922925606947905
IST,2017-03-28T12,H-D,4.196,0.6915422225766492,6.915422225766492
IST,2017-03-28T12,H-D,4.197,0.6908288519271175,6.908288519271175
IST,2017-03-28T12,H-D,4.198,0.6901207046053955,6.901207046053956
IST,2017-03-28T12,H-D,4.199,0.689396745524689,6.89396745524689
IST,2017-03-28T12,H-D,4.2,0.688641507529736,6.88641507529736
IST,2017-03-28T12,H-D,4.201,0.687842749524367,6.8784274952436695
IST,2017-03-28T12,H-D,4.202,0.6869901125270442,6.8699011252704425
IST,2017-03-28T12,H-D,4.203,0.6860741826842076,6.860741826842077
IST,2017-03-28T12,H-D,4.204,0.6850857367615197,6.850857367615197
IST,2017-03-28T12,H-D,4.205,0.6840150908379719,6.8401509083797185
IST,2017-03-28T12,H-D,4.206,0.6828515444665906,6.828515444665905
IST,2017-03-28T12,H-D,4.207,0.6815829335024162,6.815829335024162
IST,2017-03-28T12,H-D,4.208,0.680195240711073,6.801952407110729
IST,2017-03-28T12,H-D,4.209,0.6786719914523462,6.786719914523463
IST,2017-03-28T12,H-D,4.21,0.6769926148878822,6.769926148878822
IST,2017-03-28T12,H-D,4.211,0.6751277319087693,6.751277319087693
IST,2017-03-28T12,H-D,4.533,0.6738695169864343,6.738695169864343
IST,2017-03-28T12,H-D,4.534,0.6753027202153714,6.753027202153714
IST,2017-03-28T12,H-D,4.535,0.6765555910442653,6.765555910442654
IST,2017-03-28T12,H-D,4.536,0.6776481581040097,6.7764815810400965
IST,2017-03-28T12,H-D,4.537,0.6786631831970725,6.786631831970725
IST,2017-03-28T12,H-D,4.538,0.6795809217248804,6.795809217248804
IST,2017-03-28T12,H-D,4.539,0.6803859445719957,6.803859445719958
IST,2017-03-28T12,H-D,4.54,0.6811331977303237,6.811331977303237
IST,2017-03-28T12,H-D,4.541,0.6817936104902032,6.8179361049020315
IST,2017-03-28T12,H-D,4.542,0.6820502990156259,6.820502990156259
IST,2017-03-28T12,H-D,4.543,0.6826158571176433,6.826158571176433
IST,2017-03-28T12,H-D,4.544,0.6832262559820661,6.832262559820661
IST,2017-03-28T12,H-D,4.545,0.6838775244867775,6.838775244867775
IST,2017-03-28T12,H-D,4.546,0.6843899373267183,6.843899373267183
IST,2017-03-28T12,H-D,4.547,0.6851355510825556,6.851355510825556
IST,2017-03-28T12,H-D,4.548,0.6859803040481276,6.859803040481276
IST,2017-03-28T12,H-D,4.549,0.6868398424234272,6.868398424234272
IST,2017-03-28T12,H-D,4.55,0.6877320241952463,6.877320241952463
IST,2017-03-28T12,H-D,4.551,0.6886684768093981,6.886684768093981
IST,2017-03-28T12,H-D,4.552,0.6896490983147795,6.896490983147795
IST,2017-03-28T12,H-D,4.553,0.690675126248735,6.906751262487349
IST,2017-03-28T12,H-D,4.554,0.6917499789622906,6.917499789622906
IST,2017-03-28T12,H-D,4.555,0.692879506205844,6.92879506205844
IST,2017-03-28T12,H-D,4.556,0.6940735387852056,6.940735387852056
IST,2017-03-28T12,H-D,4.557,0.6953564279058375,6.953564279058375
IST,2017-03-28T12,H-D,4.558,0.6968388753379169,6.968388753379169
IST,2017-03-28T12,H-D,4.559,0.6985122665790444,6.985122665790444
IST,2017-03-28T12,H-D,4.56,0.6999207026989854,6.999207026989854
IST,2017-03-28T12,H-D,4.561,0.7011638886622814,7.011638886622814
IST,2017-03-28T12,H-D,4.562,0.7023210131711739,7.023210131711739
IST,2017-03-28T12,H-D,4.563,0.7034077656418332,7.034077656418331
IST,2017-03-28T12,H-D,4.564,0.7044332250596939,7.044332250596939
IST,2017-03-28T12,H-D,4.565,0.7054029017272503,7.054029017272503
IST,2017-03-28T12,H-D,4.566,0.7063203207308045,7.063203207308045
IST,2017-03-28T12,H-D,4.567,0.7071879861646003,7.0718798616460035
IST,2017-03-28T12,H-D,4.568,0.7080079007250666,7.080079007250665
IST,2017-03-28T12,H-D,4.569,0.7087818602630526,7.087818602630525
IST,2017-03-28T12,H-D,4.57,0.7095116296895422,7.095116296895422
IST,2017-03-28T12,H-D,4.571,0.710199051479617,7.101990514796171
IST,2017-03-28T12,H-D,4.572,0.7108461141312344,7.108461141312344
IST,2017-03-28T12,H-D,4.573,0.7114549965889441,7.114549965889441
IST,2017-03-28T12,H-D,4.574,0.7120280988244236,7.120280988244236
IST,2017-03-28T12,H-D,4.575,0.7125680656617756,7.125680656617756
IST,2017-03-28T12,H-D,4.576,0.7130778093345201,7.130778093345201
IST,2017-03-28T12,H-D,4.577,0.7135605356646293,7.135605356646293
IST,2017-03-28T12,H-D,4.578,0.7140197790561434,7.140197790561435
IST,2017-03-28T12,H-D,4.579,0.7144594529131093,7.144594529131093
IST,2017-03-28T12,H-D,4.58,0.7148839253028924,7.148839253028924
IST,2017-03-28T12,H-D,4.581,0.715298136251577,7.15298136251577
IST,2017-03-28T12,H-D,4.582,0.7157077863817013,7.157077863817013
IST,2017-03-28T12,H-D,4.583,0.7161196558152717,7.161196558152717
IST,2017-03-28T12,H-D,4.584,0.716542201265949,7.165422012659491
IST,2017-03-28T12,H-D,4.585,0.7169867024612809,7.16986702461281
IST,2017-03-28T12,H-D,4.586,0.7174685437496908,7.174685437496908
IST,2017-03-28T12,H-D,4.587,0.7180380343947377,7.180380343947377
IST,2017-03-28T12,H-D,4.588,0.7189060337890392,7.189060337890392
IST,2017-03-28T12,H-D,4.589,0.7195538703527925,7.195538703527925
IST,2017-03-28T12,H-D,4.59,0.720083097908357,7.20083097908357
IST,2017-03-28T12,H-D,4.591,0.7205372589314603,7.205372589314603
IST,2017-03-28T12,H-D,4.592,0.720937477248994,7.209374772489941
IST,2017-03-28T12,H-D,4.593,0.7213005191381665,7.213005191381665
IST,2017-03-28T12,H-D,4.594,0.7216360954255706,7.216360954255706
IST,2017-03-28T12,H-D,4.595,0.7219503283108819,7.2195032831088195
IST,2017-03-28T12,H-D,4.596,0.7222445524676577,7.222445524676577
IST,2017-03-28T12,H-D,4.597,0.7224857119004887,7.224857119004887
IST,2017-03-28T12,H-D,4.598,0.7225109784905787,7.225109784905786
IST,2017-03-28T12,H-D,4.599,0.7229654304610618,7.229654304610618
IST,2017-03-28T12,H-D,4.6,0.7234117938917598,7.234117938917598
IST,2017-03-28T12,H-D,4.601,0.723984871775574,7.2398487177557405
IST,2017-03-28T12,H-D,4.602,0.7247734942351143,7.247734942351142
IST,2017-03-28T12,H-D,4.603,0.7257739075782497,7.257739075782497
IST,2017-03-28T12,H-D,4.604,0.7265259019672066,7.265259019672065
IST,2017-03-28T12,H-D,4.605,0.727280716711371,7.27280716711371
IST,2017-03-28T12,H-D,4.606,0.7280488378424027,7.280488378424027
IST,2017-03-28T12,H-D,4.607,0.7288594561672237,7.288594561672237
IST,2017-03-28T12,H-D,4.608,0.7297482790760971,7.297482790760971
IST,2017-03-28T12,H-D,4.609,0.7308008305581098,7.308008305581098
IST,2017-03-28T12,H-D,4.61,0.732255222779828,7.32255222779828
IST,2017-03-28T12,H-D,4.611,0.7332995968500162,7.332995968500162
IST,2017-03-28T12,H-D,4.612,0.7342026010647045,7.342026010647045
IST,2017-03-28T12,H-D,4.613,0.7350213593600421,7.3502135936004205
IST,2017-03-28T12,H-D,4.614,0.7357844586700628,7.357844586700628
IST,2017-03-28T12,H-D,4.615,0.7365083494045547,7.365083494045547
IST,2017-03-28T12,H-D,4.616,0.7372035106713022,7.372035106713022
IST,2017-03-28T12,H-D,4.617,0.7378772104682964,7.378772104682963
IST,2017-03-28T12,H-D,4.618,0.7385348074166259,7.385348074166259
IST,2017-03-28T12,H-D,4.619,0.7391804666545401,7.391804666545401
IST,2017-03-28T12,H-D,4.62,0.7398176141782958,7.398176141782958
IST,2017-03-28T12,H-D,4.621,0.7404492737769264,7.404492737769264
IST,2017-03-28T12,H-D,4.622,0.741078370808727,7.410783708087269
IST,2017-03-28T12,H-D,4.623,0.7417080751820115,7.417080751820116
IST,2017-03-28T12,H-D,4.624,0.7423422445928142,7.423422445928142
IST,2017-03-28T12,H-D,4.625,0.7429858382297528,7.429858382297528
IST,2017-03-28T12,H-D,4.626,0.7436447833121741,7.436447833121741
IST,2017-03-28T12,H-D,4.627,0.7443322981418943,7.443322981418943
IST,2017-03-28T12,H-D,4.628,0.7451398558700493,7.451398558700493
IST,2017-03-28T12,H-D,4.629,0.7460406797050635,7.460406797050635
IST,2017-03-28T12,H-D,4.63,0.7467629975609238,7.467629975609238
IST,2017-03-28T12,H-D,4.631,0.7473344777681687,7.473344777681687
IST,2017-03-28T12,H-D,4.632,0.7478162141307043,7.478162141307044
IST,2017-03-28T12,H-D,4.633,0.7482255772472738,7.482255772472738
IST,2017-03-28T12,H-D,4.634,0.7485675853769571,7.485675853769571
IST,2017-03-28T12,H-D,4.635,0.7488438308506626,7.488438308506627
IST,2017-03-28T12,H-D,4.636,0.7490537862927874,7.490537862927874
IST,2017-03-28T12,H-D,4.637,0.7491949778654016,7.491949778654016
IST,2017-03-28T12,H-D,4.638,0.7492627367580666,7.492627367580667
IST,2017-03-28T12,H-D,4.639,0.7492493810867965,7.492493810867965
IST,2017-03-28T12,H-D,4.64,0.7491421275068533,7.491421275068532
IST,2017-03-28T12,H-D,4.641,0.7489161890352037,7.489161890352038
IST,2017-03-28T12,H-D,4.642,0.7485009808735754,7.485009808735754
IST,2017-03-28T12,H-D,4.643,0.7477631704284928,7.477631704284928
IST,2017-03-28T12,H-D,4.644,0.7470930787088514,7.470930787088514
IST,2017-03-28T12,H-D,4.645,0.7466366811922354,7.466366811922354
IST,2017-03-28T12,H-D,4.646,0.7462611525320789,7.462611525320789
IST,2017-03-28T12,H-D,4.647,0.74592238479282,7.4592238479282
IST,2017-03-28T12,H-D,4.648,0.7456022723176835,7.456022723176835
IST,2017-03-28T12,H-D,4.649,0.7452903628372796,7.452903628372796
IST,2017-03-28T12,H-D,4.65,0.7449796793444168,7.449796793444168
IST,2017-03-28T12,H-D,4.651,0.7446652103963934,7.446652103963935
IST,2017-03-28T12,H-D,4.652,0.7443431822898263,7.443431822898264
IST,2017-03-28T12,H-D,4.653,0.7440106565831426,7.440106565831426
IST,2017-03-28T12,H-D,4.654,0.7436652887046798,7.436652887046798
IST,2017-03-28T12,H-D,4.655,0.7433051744949806,7.433051744949806
IST,2017-03-28T12,H-D,4.656,0.7429287481221858,7.4292874812218574
IST,2017-03-28T12,H-D,4.657,0.742534711586616,7.42534711586616
IST,2017-03-28T12,H-D,4.658,0.7421219843742786,7.421219843742786
IST,2017-03-28T12,H-D,4.659,0.7416896661770157,7.416896661770157
IST,2017-03-28T12,H-D,4.66,0.7412370078691417,7.412370078691417
IST,2017-03-28T12,H-D,4.661,0.7407633869229036,7.407633869229036
IST,2017-03-28T12,H-D,4.662,0.7402682833664165,7.402682833664165
IST,2017-03-28T12,H-D,4.663,0.7397512508854369,7.397512508854369
IST,2017-03-28T12,H-D,4.664,0.7392118732452275,7.392118732452275
IST,2017-03-28T12,H-D,4.665,0.7386496826936354,7.386496826936354
IST,2017-03-28T12,H-D,4.666,0.738063955024029,7.38063955024029
IST,2017-03-28T12,H-D,4.667,0.7374528504515826,7.374528504515826
IST,2017-03-28T12,H-D,4.668,0.7368077428196019,7.3680774281960195
IST,2017-03-28T12,H-D,4.669,0.7360507759478678,7.360507759478678
IST,2017-03-28T12,H-D,4.67,0.7353728040541927,7.353728040541927
IST,2017-03-28T12,H-D,4.671,0.7347455396129862,7.347455396129861
IST,2017-03-28T12,H-D,4.672,0.7341140912704556,7.341140912704556
IST,2017-03-28T12,H-D,4.673,0.7334939045536656,7.334939045536656
IST,2017-03-28T12,H-D,4.674,0.7328814794337186,7.328814794337186
IST,2017-03-28T12,H-D,4.675,0.7322744980934429,7.322744980934429
IST,2017-03-28T12,H-D,4.676,0.7316717897426378,7.316717897426378
IST,2017-03-28T12,H-D,4.677,0.7310728789269731,7.3107287892697315
IST,2017-03-28T12,H-D,4.678,0.7304777530571329,7.304777530571329
IST,2017-03-28T12,H-D,4.679,0.7298867385088921,7.29886738508892
IST,2017-03-28T12,H-D,4.68,0.7293004297906844,7.293004297906844
IST,2017-03-28T12,H-D,4.681,0.7287196478400915,7.287196478400915
IST,2017-03-28T12,H-D,4.682,0.7281454160117309,7.281454160117309
IST,2017-03-28T12,H-D,4.683,0.7275789478510063,7.275789478510063
IST,2017-03-28T12,H-D,4.684,0.7270216434853238,7.270216434853238
IST,2017-03-28T12,H-D,4.685,0.7264750929582052,7.2647509295820525
IST,2017-03-28T12,H-D,4.686,0.7259410857434582,7.259410857434582
IST,2017-03-28T12,H-D,4.687,0.7254216263243431,7.254216263243432
IST,2017-03-28T12,H-D,4.688,0.7249189562865548,7.249189562865547
IST,2017-03-28T12,H-D,4.689,0.724435583982032,7.2443558398203205
IST,2017-03-28T12,H-D,4.69,0.7239743235997764,7.239743235997764
IST,2017-03-28T12,H-D,4.691,0.7235383465966158,7.235383465966158
IST,2017-03-28T12,H-D,4.692,0.7231312501574468,7.231312501574468
IST,2017-03-28T12,H-D,4.693,0.7227571501335366,7.227571501335365
IST,2017-03-28T12,H-D,4.694,0.7224208106248035,7.224208106248034
IST,2017-03-28T12,H-D,4.695,0.7221278308034828,7.221278308034828
IST,2017-03-28T12,H-D,4.696,0.7218849255952386,7.218849255952387
IST,2017-03-28T12,H-D,4.697,0.7217003696821325,7.217003696821324
IST,2017-03-28T12,H-D,4.698,0.7215847491842614,7.215847491842614
IST,2017-03-28T12,H-D,4.699,0.7215523688165778,7.215523688165778
IST,2017-03-28T12,H-D,4.7,0.7216243845538877,7.216243845538877
IST,2017-03-28T12,H-D,4.701,0.7218374180702708,7.218374180702708
IST,2017-03-28T12,H-D,4.702,0.7222664071518312,7.222664071518312
IST,2017-03-28T12,H-D,4.703,0.7230812471670216,7.230812471670216
IST,2017-03-28T12,H-D,4.704,0.7237182071201146,7.237182071201146
IST,2017-03-28T12,H-D,4.705,0.724418736227731,7.2441873622773105
IST,2017-03-28T12,H-D,4.706,0.7252951841305273,7.252951841305273
IST,2017-03-28T12,H-D,4.707,0.7258125213018134,7.258125213018134
IST,2017-03-28T12,H-D,4.708,0.7261268816189843,7.261268816189843
IST,2017-03-28T12,H-D,4.709,0.7263370408361194,7.263370408361194
IST,2017-03-28T12,H-D,4.71,0.7264757677447108,7.264757677447108
IST,2017-03-28T12,H-D,4.711,0.7265626867532758,7.265626867532759
IST,2017-03-28T12,H-D,4.712,0.7266118671428439,7.266118671428439
IST,2017-03-28T12,H-D,4.713,0.726634342318423,7.266343423184231
IST,2017-03-28T12,H-D,4.714,0.7266394786688501,7.266394786688501
IST,2017-03-28T12,H-D,4.715,0.7266358859672741,7.266358859672741
IST,2017-03-28T12,H-D,4.716,0.7266322318888436,7.266322318888436
IST,2017-03-28T12,H-D,4.717,0.726638305713672,7.2663830571367205
IST,2017-03-28T12,H-D,4.718,0.7266671760979793,7.266671760979793
IST,2017-03-28T12,H-D,4.719,0.7267446638730066,7.267446638730066
IST,2017-03-28T12,H-D,4.72,0.727025150606684,7.27025150606684
IST,2017-03-28T12,H-D,4.721,0.7272522521999706,7.272522521999706
IST,2017-03-28T12,H-D,4.722,0.7273426718874648,7.273426718874648
IST,2017-03-28T12,H-D,4.723,0.7273765828439801,7.273765828439801
IST,2017-03-28T12,H-D,4.724,0.727355354682087,7.27355354682087
IST,2017-03-28T12,H-D,4.725,0.7272846661109607,7.2728466611096065
IST,2017-03-28T12,H-D,4.726,0.7271649924196736,7.271649924196736
IST,2017-03-28T12,H-D,4.727,0.7269929371947838,7.269929371947837
IST,2017-03-28T12,H-D,4.728,0.7267612213650543,7.267612213650542
IST,2017-03-28T12,H-D,4.729,0.7264572920369253,7.264572920369253
IST,2017-03-28T12,H-D,4.73,0.7260593498104445,7.260593498104445
IST,2017-03-28T12,H-D,4.731,0.7255246052507055,7.255246052507055
IST,2017-03-28T12,H-D,4.732,0.7247477541244188,7.247477541244188
IST,2017-03-28T12,H-D,4.733,0.7237088363535932,7.237088363535932
IST,2017-03-28T12,H-D,4.734,0.7231618320385869,7.231618320385868
IST,2017-03-28T12,H-D,4.735,0.7227572294414322,7.227572294414322
IST,2017-03-28T12,H-D,4.736,0.7224447224488967,7.224447224488967
IST,2017-03-28T12,H-D,4.737,0.7221994451125866,7.221994451125866
IST,2017-03-28T12,H-D,4.738,0.722006971490585,7.220069714905851
IST,2017-03-28T12,H-D,4.739,0.7218580060115587,7.2185800601155865
IST,2017-03-28T12,H-D,4.74,0.7217462973657791,7.217462973657791
IST,2017-03-28T12,H-D,4.741,0.721667706016778,7.21667706016778
IST,2017-03-28T12,H-D,4.742,0.7216198138176558,7.2161981381765585
IST,2017-03-28T12,H-D,4.743,0.7216018809212184,7.2160188092121835
IST,2017-03-28T12,H-D,4.744,0.7216151470085987,7.216151470085988
IST,2017-03-28T12,H-D,4.745,0.7216636671166474,7.216636671166475
IST,2017-03-28T12,H-D,4.746,0.7217562322249435,7.217562322249434
IST,2017-03-28T12,H-D,4.747,0.7219099687295272,7.219099687295271
IST,2017-03-28T12,H-D,4.748,0.7221449419148976,7.221449419148977
IST,2017-03-28T12,H-D,4.749,0.7228821736067605,7.228821736067605
IST,2017-03-28T12,H-D,4.75,0.7231020133306041,7.231020133306041
IST,2017-03-28T12,H-D,4.751,0.7231178551453222,7.2311785514532225
IST,2017-03-28T12,H-D,4.752,0.7229816586259113,7.229816586259114
IST,2017-03-28T12,H-D,4.753,0.7227116799036516,7.227116799036516
IST,2017-03-28T12,H-D,4.754,0.7222874996441762,7.222874996441762
IST,2017-03-28T12,H-D,4.755,0.721504240625481,7.21504240625481
IST,2017-03-28T12,H-D,4.756,0.7204454040470399,7.2044540404704
IST,2017-03-28T12,H-D,4.757,0.7202638862348296,7.202638862348296
IST,2017-03-28T12,H-D,4.758,0.7208236036949521,7.208236036949521
IST,2017-03-28T12,H-D,4.759,0.7208270406973533,7.208270406973533
IST,2017-03-28T12,H-D,4.76,0.7205955868104283,7.205955868104283
IST,2017-03-28T12,H-D,4.761,0.7202320074930001,7.202320074930001
IST,2017-03-28T12,H-D,4.762,0.7197668596307374,7.197668596307373
IST,2017-03-28T12,H-D,4.763,0.7192132448319214,7.192132448319214
IST,2017-03-28T12,H-D,4.764,0.7185758162086356,7.185758162086357
IST,2017-03-28T12,H-D,4.765,0.717852748319878,7.1785274831987795
IST,2017-03-28T12,H-D,4.766,0.7170331403560314,7.170331403560314
IST,2017-03-28T12,H-D,4.767,0.716068981112916,7.16068981112916
IST,2017-03-28T12,H-D,4.768,0.7148056201997282,7.1480562019972815
IST,2017-03-28T12,H-D,4.769,0.7135885189935353,7.135885189935353
IST,2017-03-28T12,H-D,4.77,0.7126343923436607,7.126343923436607
IST,2017-03-28T12,H-D,4.771,0.7117708725381754,7.117708725381754
IST,2017-03-28T12,H-D,4.772,0.711036217868843,7.11036217868843
IST,2017-03-28T12,H-D,4.773,0.710237345909085,7.102373459090851
IST,2017-03-28T12,H-D,4.774,0.7095936091922108,7.095936091922108
IST,2017-03-28T12,H-D,4.775,0.7090212378151939,7.090212378151939
IST,2017-03-28T12,H-D,4.776,0.7080511567636801,7.080511567636801
IST,2017-03-28T12,H-D,4.777,0.7076157972890862,7.0761579728908615
IST,2017-03-28T12,H-D,4.778,0.7073017902103889,7.073017902103889
IST,2017-03-28T12,H-D,4.779,0.7071098679532628,7.0710986795326285
IST,2017-03-28T12,H-D,4.78,0.7070420912811266,7.070420912811266
IST,2017-03-28T12,H-D,4.781,0.7071136225314114,7.071136225314114
IST,2017-03-28T12,H-D,4.782,0.7073605262470575,7.073605262470575
IST,2017-03-28T12,H-D,4.783,0.7078766098786078,7.078766098786078
IST,2017-03-28T12,H-D,4.784,0.7088625941092821,7.088625941092821
IST,2017-03-28T12,H-D,4.785,0.7090142541086601,7.0901425410866015
IST,2017-03-28T12,H-D,4.786,0.7092500865005698,7.0925008650056975
IST,2017-03-28T12,H-D,4.787,0.7092501973571574,7.092501973571574
IST,2017-03-28T12,H-D,4.788,0.7087738786195472,7.087738786195472
IST,2017-03-28T12,H-D,4.789,0.7076743742588011,7.076743742588011
IST,2017-03-28T12,H-D,4.79,0.7071548708137307,7.071548708137307
IST,2017-03-28T12,H-D,4.791,0.7068525641991802,7.068525641991802
IST,2017-03-28T12,H-D,4.792,0.7066835016571046,7.066835016571046
IST,2017-03-28T12,H-D,4.793,0.7066264767435542,7.066264767435541
IST,2017-03-28T12,H-D,4.794,0.7066825049791436,7.066825049791436
IST,2017-03-28T12,H-D,4.795,0.7068639842404751,7.068639842404751
IST,2017-03-28T12,H-D,4.796,0.7071147040881188,7.071147040881188
IST,2017-03-28T12,H-D,4.797,0.7080152147781404,7.080152147781405
IST,2017-03-28T12,H-D,4.798,0.7082455390332084,7.082455390332084
IST,2017-03-28T12,H-D,4.799,0.708235675514597,7.08235675514597
IST,2017-03-28T12,H-D,4.8,0.707949098291873,7.07949098291873
IST,2017-03-28T12,H-D,4.801,0.7069117052719892,7.069117052719892
IST,2017-03-28T12,H-D,4.802,0.7065715727688122,7.065715727688122
IST,2017-03-28T12,H-D,4.803,0.7065484326657623,7.065484326657623
IST,2017-03-28T12,H-D,4.804,0.7067601396787034,7.067601396787034
IST,2017-03-28T12,H-D,4.805,0.7071679374262198,7.071679374262198
IST,2017-03-28T12,H-D,4.806,0.7079239498896567,7.079239498896567
IST,2017-03-28T12,H-D,4.807,0.708773401574905,7.087734015749049
IST,2017-03-28T12,H-D,4.808,0.7095448011092038,7.095448011092039
IST,2017-03-28T12,H-D,4.809,0.7102638964806771,7.102638964806771
IST,2017-03-28T12,H-D,4.81,0.7109402506269673,7.109402506269673
IST,2017-03-28T12,H-D,4.811,0.7115835395740286,7.1158353957402865
IST,2017-03-28T12,H-D,4.812,0.7122013414060587,7.1220134140605875
IST,2017-03-28T12,H-D,4.813,0.7127996909330744,7.127996909330744
IST,2017-03-28T12,H-D,4.814,0.7133838908684429,7.133838908684429
IST,2017-03-28T12,H-D,4.815,0.7139594148141326,7.139594148141326
IST,2017-03-28T12,H-D,4.816,0.71453275441823,7.145327544182301
IST,2017-03-28T12,H-D,4.817,0.715111765966913,7.151117659669129
IST,2017-03-28T12,H-D,4.818,0.715704847698308,7.15704847698308
IST,2017-03-28T12,H-D,4.819,0.7163191162738649,7.163191162738649
IST,2017-03-28T12,H-D,4.82,0.7169642432115395,7.1696424321153955
IST,2017-03-28T12,H-D,4.821,0.7175883209313891,7.175883209313891
IST,2017-03-28T12,H-D,4.822,0.7184247203233287,7.184247203233287
IST,2017-03-28T12,H-D,4.823,0.7184975655929817,7.184975655929817
IST,2017-03-28T12,H-D,4.824,0.7190588449317011,7.190588449317011
IST,2017-03-28T12,H-D,4.825,0.7200734688507199,7.2007346885071986
IST,2017-03-28T12,H-D,4.826,0.7218252902375294,7.218252902375294
IST,2017-03-28T12,H-D,4.827,0.7237401497374394,7.237401497374394
IST,2017-03-28T12,H-D,4.828,0.7252438857663469,7.252438857663469
IST,2017-03-28T12,H-D,4.829,0.7264799307680184,7.2647993076801844
IST,2017-03-28T12,H-D,4.83,0.7276339805568697,7.276339805568696
IST,2017-03-28T12,H-D,4.831,0.7287227764212362,7.2872277642123615
IST,2017-03-28T12,H-D,4.832,0.7299037685110206,7.299037685110205
IST,2017-03-28T12,H-D,4.833,0.7311452367892404,7.311452367892404
IST,2017-03-28T12,H-D,4.834,0.7324246799515245,7.324246799515245
IST,2017-03-28T12,H-D,4.835,0.7337455677660673,7.337455677660673
IST,2017-03-28T12,H-D,4.836,0.7351127549937154,7.3511275499371544
IST,2017-03-28T12,H-D,4.837,0.7366398272828095,7.3663982728280955
IST,2017-03-28T12,H-D,4.838,0.7383225334468212,7.383225334468212
IST,2017-03-28T12,H-D,4.839,0.7399438160889591,7.399438160889591
IST,2017-03-28T12,H-D,4.84,0.7414637866102948,7.4146378661029475
IST,2017-03-28T12,H-D,4.841,0.742897384375874,7.42897384375874
