Station,Usable_Hourly_Windows,Valid_Hourly_WCenters,Search_Min_Hz,Search_Max_Hz,Frequency_Step_Hz,Bandpass_Width_Hz,Aggregate_Peak_Mean_PLV_Hz,Aggregate_Peak_Mean_PLV,Aggregate_Peak_Median_PLV_Hz,Aggregate_Peak_Median_PLV,Weighted_Center_Mean_Profile_Hz,Weighted_Center_Median_Profile_Hz,Hourly_Peak_Mean_Hz,Hourly_Peak_Median_Hz,Hourly_Peak_MAD_Hz,Hourly_Peak_STD_Hz,Hourly_Peak_Q05_Hz,Hourly_Peak_Q95_Hz,Hourly_WCenter_Mean_Hz,Hourly_WCenter_Median_Hz,Hourly_WCenter_MAD_Hz,Hourly_WCenter_STD_Hz,Hourly_WCenter_Q05_Hz,Hourly_WCenter_Q95_Hz
ISLL,15,15,6.8,8.4,0.001,0.1,7.738,0.5028555192679659,7.735,0.5512423325281389,7.566460429233746,7.547798007814415,7.646533333333332,7.731,0.6330000000000009,0.5974054457959576,6.8481,8.3724,7.58293066639278,7.583818004591271,0.046646872961554564,0.054144505682165174,7.502737433676279,7.6436049504874415
