Station,Frequency_Hz,Mean_PLV,Median_PLV,Hours_Available
KNG,6.5,0.3268719763580804,0.34468940502987566,24
KNG,6.501,0.3284884178147081,0.3647746739894815,24
KNG,6.502,0.3295124845860686,0.36785851057187413,24
KNG,6.503,0.3301989726895148,0.3541822472690323,24
KNG,6.504,0.3309936338093267,0.348946410601767,24
KNG,6.505,0.33130604305740446,0.3493841769942411,24
KNG,6.506,0.3314065522685778,0.35571992375173167,24
KNG,6.507,0.3311179365102817,0.3611368417752956,24
KNG,6.508,0.3307531060515253,0.3660876440109333,24
KNG,6.509,0.3315447778354008,0.3705341641325811,24
KNG,6.51,0.3325584602750041,0.37279953298527074,24
KNG,6.511,0.3344144197120373,0.36703642905342004,24
KNG,6.512,0.3370331608994606,0.3615188685857713,24
KNG,6.513,0.34044554506511865,0.35884400206703393,24
KNG,6.514,0.34474198331711353,0.36534186499286325,24
KNG,6.515,0.34950393675025326,0.3581125049538407,24
KNG,6.516,0.3543627940965917,0.36376798092325263,24
KNG,6.517,0.35943831191304104,0.37237394713733285,24
KNG,6.518,0.36471950616818555,0.3921117851993693,24
KNG,6.519,0.36974505197896007,0.40615547596500634,24
KNG,6.52,0.3745284324407285,0.41536790390466527,24
KNG,6.521,0.3793877167211482,0.4188061772799254,24
KNG,6.522,0.38397259865396327,0.4204325155886851,24
KNG,6.523,0.38885667890349085,0.42151342925567603,24
KNG,6.524,0.39294284763558873,0.4208995414565855,24
KNG,6.525,0.39661537072429714,0.41922902185975297,24
KNG,6.526,0.4000308121465026,0.4168743063652812,24
KNG,6.527,0.40337755946492226,0.41384614606681974,24
KNG,6.528,0.40684298396572416,0.41028849203533546,24
KNG,6.529,0.40964970502772174,0.4060012108389697,24
KNG,6.53,0.411756930305686,0.40029105185543046,24
KNG,6.531,0.41460081914067026,0.39379240204107296,24
KNG,6.532,0.41609771265463896,0.3896058770712749,24
KNG,6.533,0.41841849327672226,0.38343444490185263,24
KNG,6.534,0.4212209703425238,0.37537344506929193,24
KNG,6.535,0.4231188609490611,0.36848552772733256,24
KNG,6.536,0.42378078561589216,0.36156924842047533,24
KNG,6.537,0.42355393648550405,0.3520085885274197,24
KNG,6.538,0.421955055898337,0.34092575483337717,24
KNG,6.539,0.42032745633949564,0.3393479770867043,24
KNG,6.54,0.4186371724533269,0.3370496834160166,24
KNG,6.541,0.41739557868374083,0.3413655503822985,24
KNG,6.542,0.4169614748971615,0.3509411040341943,24
KNG,6.543,0.41615129297015624,0.36700738049570725,24
KNG,6.544,0.41475204088168,0.3886395400356808,24
KNG,6.545,0.4130904725490128,0.3973216547127516,24
KNG,6.546,0.4110009316642799,0.39834974750440805,24
KNG,6.547,0.4082733754256194,0.39797296748119393,24
KNG,6.548,0.4049317265082501,0.39690065436886046,24
KNG,6.549,0.40122314228582406,0.39648361748181865,24
KNG,6.55,0.39684067462014144,0.39825925949752483,24
KNG,6.551,0.3923696782729211,0.4011714518889612,24
KNG,6.552,0.38820904075711504,0.4047227687860554,24
KNG,6.553,0.38544788625519294,0.3987569117204667,24
KNG,6.554,0.3829749249556396,0.38941824856010354,24
KNG,6.555,0.3799037749191514,0.3746256098892081,24
KNG,6.556,0.37627663964914326,0.3568188457113116,24
KNG,6.557,0.3745544956426426,0.34897056319442377,24
KNG,6.558,0.3741980401063753,0.346127387601773,24
KNG,6.559,0.373782271385741,0.3461377800477308,24
KNG,6.56,0.37328430321425604,0.34736037658807184,24
KNG,6.561,0.37329406789935055,0.34984219414309503,24
KNG,6.562,0.3734677333861498,0.35086044325156157,24
KNG,6.563,0.3735476664772308,0.3498389994816584,24
KNG,6.564,0.3737566554586295,0.34525830771994725,24
KNG,6.565,0.3749095457731575,0.35395819885947144,24
KNG,6.566,0.37544407761810233,0.35659549576954774,24
KNG,6.567,0.37602237125061205,0.36734641228430664,24
KNG,6.568,0.37639346926295203,0.37871484930145205,24
KNG,6.569,0.3766324069967815,0.38624779821003097,24
KNG,6.57,0.37641822487036264,0.3922636065171508,24
KNG,6.571,0.3768552546607024,0.3973684704503889,24
KNG,6.572,0.3767760699865263,0.3943698469026562,24
KNG,6.573,0.37703320490573144,0.3877621440330875,24
KNG,6.574,0.3773142816455304,0.3845850521457297,24
KNG,6.575,0.3773876953048025,0.3831436155377768,24
KNG,6.576,0.37756446355885825,0.3819922584246018,24
KNG,6.577,0.3779107955064511,0.37870256757069654,24
KNG,6.578,0.3780855253773794,0.3747556706758761,24
KNG,6.579,0.3769241312942219,0.370150092189506,24
KNG,6.58,0.37583482661334927,0.36571843750759425,24
KNG,6.581,0.3744121543025874,0.3614416672224674,24
KNG,6.582,0.3724230116415865,0.3578131629378566,24
KNG,6.583,0.370177298339021,0.35377861429880786,24
KNG,6.584,0.36825406006513184,0.33412428270437045,24
KNG,6.585,0.366010435929812,0.3116005584242035,24
KNG,6.586,0.3650822046423446,0.3019335941837791,24
KNG,6.587,0.36551293627258724,0.2993020931896638,24
KNG,6.588,0.3651316621807769,0.29864760541345914,24
KNG,6.589,0.3640083358859019,0.29735160433875296,24
KNG,6.59,0.3624302710387933,0.27716213595598127,24
KNG,6.591,0.3597279227383498,0.2679548925412558,24
KNG,6.592,0.3583305026895285,0.26497738832955026,24
KNG,6.593,0.3580699114780765,0.26360144777193073,24
KNG,6.594,0.3577447846470911,0.2642503096404303,24
KNG,6.595,0.357675150124513,0.26815881471016306,24
KNG,6.596,0.3590336347330598,0.28752607136056274,24
KNG,6.597,0.3600360379364485,0.2906278607405157,24
KNG,6.598,0.36037026021087076,0.29388642539989573,24
KNG,6.599,0.36106286239412516,0.3099259174233185,24
KNG,6.6,0.3618557846020467,0.32547043829017314,24
KNG,6.601,0.36232333265488575,0.3347875157540012,24
KNG,6.602,0.3623664273748128,0.3412974148214831,24
KNG,6.603,0.361822393741865,0.3451970462520842,24
KNG,6.604,0.3610081181860081,0.34817153368493464,24
KNG,6.605,0.3599545164789597,0.35092915498753996,24
KNG,6.606,0.3585351075664274,0.35360315019098304,24
KNG,6.607,0.35730652554174663,0.3513509311372023,24
KNG,6.608,0.3582793081868643,0.345277653571622,24
KNG,6.609,0.3591775231843941,0.3383269967372836,24
KNG,6.61,0.3591867791462535,0.3291141147000946,24
KNG,6.611,0.358791440209048,0.3168696584586499,24
KNG,6.612,0.35959656309576943,0.31685173833235225,24
KNG,6.613,0.3606903509326036,0.31895755113511126,24
KNG,6.614,0.3615419732766398,0.3173907221903897,24
KNG,6.615,0.3621983111430848,0.31867409324739304,24
KNG,6.616,0.3634089355476711,0.3228414690704505,24
KNG,6.617,0.36584183939779,0.3237878545935088,24
KNG,6.618,0.3692111916918441,0.33180298457235424,24
KNG,6.619,0.37280869974820646,0.3415902084618111,24
KNG,6.62,0.37512096457108157,0.3461491838603128,24
KNG,6.621,0.37573609146433734,0.33986142212895976,24
KNG,6.622,0.37601696784525696,0.3242714938385829,24
KNG,6.623,0.376794872982163,0.3218956473831741,24
KNG,6.624,0.3771479849706587,0.3202978229201797,24
KNG,6.625,0.37643551633927436,0.322041711797506,24
KNG,6.626,0.3754927643361094,0.3252706688087287,24
KNG,6.627,0.3742242949608278,0.32534919620042035,24
KNG,6.628,0.3730188566365509,0.33260198803851704,24
KNG,6.629,0.37249283088798674,0.34552566435400345,24
KNG,6.63,0.3724535047220325,0.35618786083640225,24
KNG,6.631,0.3715895493704526,0.3578448209727191,24
KNG,6.632,0.3706967893422968,0.35692906349229314,24
KNG,6.633,0.37007529843712966,0.3599969268215919,24
KNG,6.634,0.3687294615797711,0.3563317242191309,24
KNG,6.635,0.3683143218428519,0.3499767911089427,24
KNG,6.636,0.3679943539488441,0.35253033689967284,24
KNG,6.637,0.36793341340162217,0.3577469269934655,24
KNG,6.638,0.36900464703971786,0.35961233246739754,24
KNG,6.639,0.369977566772967,0.36266203838946176,24
KNG,6.64,0.37021218275000217,0.3687760873172241,24
KNG,6.641,0.37054153565507236,0.37343406654029093,24
KNG,6.642,0.37091730543804546,0.3731203954429345,24
KNG,6.643,0.3713071130551338,0.36936170132608775,24
KNG,6.644,0.37170190316597623,0.3671766388421578,24
KNG,6.645,0.3722179547101017,0.3685511858526863,24
KNG,6.646,0.3723718335253048,0.3767331101568852,24
KNG,6.647,0.3713795899496093,0.3705136274456898,24
KNG,6.648,0.37125127473788283,0.3749431610697524,24
KNG,6.649,0.3716974018373973,0.3783656852932499,24
KNG,6.65,0.3723493961809954,0.3808250127792726,24
KNG,6.651,0.37343619940273953,0.3829594403423011,24
KNG,6.652,0.3748207120311804,0.3846850529117275,24
KNG,6.653,0.3751927902511394,0.3887381837039194,24
KNG,6.654,0.3751699559752703,0.39539594445211,24
KNG,6.655,0.37590985308895175,0.3911480102506488,24
KNG,6.656,0.37734648351223327,0.38699447123611536,24
KNG,6.657,0.3780208587343228,0.3826484209187364,24
KNG,6.658,0.3788993854995599,0.3779559707516026,24
KNG,6.659,0.3798081727345212,0.37274474703843663,24
KNG,6.66,0.379909358536806,0.36643815005572417,24
KNG,6.661,0.38092427895339503,0.36384156186103206,24
KNG,6.662,0.3821812242212897,0.3587136710070038,24
KNG,6.663,0.3836516899688653,0.3570321244552008,24
KNG,6.664,0.38575329200616126,0.35705064461657127,24
KNG,6.665,0.38795765183854475,0.35815344848345065,24
KNG,6.666,0.38823544638630475,0.3633349762045919,24
KNG,6.667,0.3881611859873964,0.371350933436128,24
KNG,6.668,0.3872309068279773,0.3816897070148819,24
KNG,6.669,0.38731790154147333,0.3903468822667611,24
KNG,6.67,0.3865341379006784,0.39998312630987193,24
KNG,6.671,0.38584524066183173,0.4073268450793116,24
KNG,6.672,0.3864056737951171,0.4135241592286366,24
KNG,6.673,0.3873187135039558,0.4190029080809764,24
KNG,6.674,0.3883881143214822,0.4239825637208765,24
KNG,6.675,0.3903936518508447,0.4284944994768012,24
KNG,6.676,0.39274034373780536,0.4252411157987166,24
KNG,6.677,0.3947374860955133,0.42572756141137813,24
KNG,6.678,0.39680865311322727,0.420276812252266,24
KNG,6.679,0.3989082635170402,0.411906496715584,24
KNG,6.68,0.4006116218268536,0.4043406071118866,24
KNG,6.681,0.40133379780194245,0.39589252339883085,24
KNG,6.682,0.4023548122205493,0.3923150304989694,24
KNG,6.683,0.40270824505955066,0.38644178021908837,24
KNG,6.684,0.4021568236749837,0.3888094692182881,24
KNG,6.685,0.40065080008062487,0.3877845747017815,24
