Station,Dates,Matching_Files,Usable_Hourly_Windows,Aggregate_Peak_Mean_PLV_Hz,Aggregate_Peak_Mean_PLV,Aggregate_Peak_Median_PLV_Hz,Aggregate_Peak_Median_PLV,Weighted_Center_Mean_Profile_Hz,Weighted_Center_Median_Profile_Hz,Hourly_Peak_Mean_Hz,Hourly_Peak_Median_Hz,Hourly_Peak_MAD_Hz,Hourly_Peak_STD_Hz,Hourly_Peak_Q05_Hz,Hourly_Peak_Q95_Hz,Hourly_WCenter_Mean_Hz,Hourly_WCenter_Median_Hz,Hourly_WCenter_MAD_Hz,Hourly_WCenter_STD_Hz,Hourly_WCenter_Q05_Hz,Hourly_WCenter_Q95_Hz
KNG,20220101,24,24,7.896,0.4586212264123377,7.523,0.47936527609983526,7.409203867563439,7.440590861798933,7.213666666666666,7.1305,0.5065,0.5715876947185123,6.5431,7.98765,7.477064225890842,7.479027860233874,0.09027719353786123,0.11988021478133608,7.283445625449292,7.640847523500016
